,full_name,swim_time_formatted,swim_date
2822,"Kozan, Justina","=""2:02.87""","=""5/26/2018"""
2828,"Cronk, Micayla","=""2:02.88""","=""2/12/2021"""
2830,"Felner, Gracie","=""2:02.88""","=""7/25/2019"""
2835,"Ristic, Ella","=""2:02.88""","=""11/2/2019"""
2837,"Dolan, Abbie","=""2:02.89""","=""6/16/2018"""
2839,"Haebig, Autumn","=""2:02.89""","=""8/5/2016"""
2843,"McMurray, Olivia","=""2:02.89""","=""7/7/2018"""
2845,"Meitz, Kaersten","=""2:02.89""","=""3/5/2021"""
2853,"Looney, Lindsay","=""2:02.90""","=""6/22/2019"""
2856,"Porter, Samantha","=""2:02.90""","=""8/1/2019"""
2857,"Ristic, Ella","=""2:02.90""","=""8/11/2016"""
2858,"Schmidt, Sierra","=""2:02.90""","=""6/14/2019"""
2861,"Caldow, Elle","=""2:02.91""","=""8/3/2018"""
2871,"Freriks, Geena","=""2:02.92""","=""5/12/2017"""
2872,"Geer, Margo","=""2:02.92""","=""12/4/2015"""
2874,"Madden, Paige","=""2:02.92""","=""6/16/2018"""
2878,"Miller, Hayden","=""2:02.92""","=""6/5/2021"""
2881,"Pfeifer, Evie","=""2:02.92""","=""8/10/2016"""
2882,"Pitzer, Lauren","=""2:02.92""","=""5/18/2018"""
2885,"Haebig, Autumn","=""2:02.93""","=""8/10/2016"""
2887,"Kozan, Justina","=""2:02.93""","=""6/22/2019"""
2889,"Pish, Melissa","=""2:02.93""","=""3/31/2017"""
2891,"Schmidt, Sierra","=""2:02.93""","=""5/18/2019"""
2892,"Sullivan, Erica","=""2:02.93""","=""1/17/2020"""
2894,"Ivey, Isabel","=""2:02.94""","=""5/25/2019"""
2907,"Pfeifer, Evie","=""2:02.95""","=""6/3/2018"""
2912,"Freriks, Geena","=""2:02.96""","=""3/6/2020"""
2913,"Freriks, Geena","=""2:02.96""","=""6/3/2017"""
2917,"Kozan, Justina","=""2:02.96""","=""12/6/2019"""
2920,"Ristic, Ella","=""2:02.96""","=""7/15/2018"""
2924,"Dupre, Cora","=""2:02.97""","=""8/3/2018"""
2925,"Gemmell, Erin","=""2:02.97""","=""12/6/2019"""
2926,"Gibson, Sarah","=""2:02.97""","=""5/18/2019"""
2928,"Pash, Kelly","=""2:02.97""","=""6/7/2018"""
2929,"Pfeifer, Evie","=""2:02.97""","=""1/15/2021"""
2932,"Sullivan, Erica","=""2:02.97""","=""11/30/2018"""
2936,"Yelle, Haley","=""2:02.97""","=""8/11/2016"""
2940,"Bathurst, Ella","=""2:02.98""","=""6/5/2021"""
2942,"Francis, Riley","=""2:02.98""","=""5/15/2021"""
2943,"Geer, Margo","=""2:02.98""","=""4/14/2016"""
2947,"Pash, Kelly","=""2:02.98""","=""3/29/2019"""
2948,"Schmidt, Sierra","=""2:02.98""","=""3/3/2016"""
2949,"Stepanek, Chloe","=""2:02.98""","=""5/27/2018"""
2955,"Heckman, Miranda","=""2:02.99""","=""4/13/2018"""
2958,"Spitz, Ayla","=""2:02.99""","=""8/11/2017"""
2960,"Freriks, Geena","=""2:03.00""","=""5/18/2018"""
2961,"Gemmell, Erin","=""2:03.00""","=""5/17/2019"""
2963,"Harnish, Courtney","=""2:03.00""","=""11/2/2015"""
2970,"Wilson, Kayla","=""2:03.00""","=""1/15/2021"""
2974,"Francis, Riley","=""2:03.01""","=""1/15/2021"""
2977,"Luther, Dakota","=""2:03.01""","=""6/4/2016"""
2980,"Pitzer, Lauren","=""2:03.01""","=""12/4/2015"""
2984,"Tankersley, Morgan","=""2:03.01""","=""6/9/2019"""
2985,"Weinstein, Claire","=""2:03.01""","=""11/13/2020"""
2990,"Kozan, Justina","=""2:03.02""","=""6/13/2019"""
2994,"Dawson, Kendall","=""2:03.03""","=""6/22/2019"""
3000,"Luther, Dakota","=""2:03.03""","=""6/8/2018"""
3001,"Nordin, Emma","=""2:03.03""","=""6/3/2016"""
3006,"Gibson, Sarah","=""2:03.04""","=""5/26/2018"""
3009,"Ivey, Isabel","=""2:03.04""","=""12/13/2015"""
3010,"Madden, Paige","=""2:03.04""","=""8/5/2017"""
3014,"Pfeifer, Evie","=""2:03.04""","=""1/15/2021"""
3017,"Tuggle, Claire","=""2:03.04""","=""7/6/2018"""
3020,"Atkinson, Emma","=""2:03.05""","=""5/21/2021"""
3023,"Dolan, Abbie","=""2:03.05""","=""6/23/2018"""
3027,"Heckman, Miranda","=""2:03.05""","=""11/30/2018"""
3028,"McMurray, Olivia","=""2:03.05""","=""7/7/2017"""
3034,"Spitz, Ayla","=""2:03.05""","=""4/29/2017"""
3035,"Spitz, Ayla","=""2:03.05""","=""5/25/2019"""
3044,"Raab, Meaghan","=""2:03.06""","=""5/13/2016"""
3045,"Weyant, Emma","=""2:03.06""","=""5/18/2019"""
3049,"Gemmell, Erin","=""2:03.07""","=""11/30/2018"""
3050,"Meitz, Kaersten","=""2:03.07""","=""6/28/2016"""
3051,"Meitz, Kaersten","=""2:03.07""","=""5/18/2019"""
3055,"Stepanek, Chloe","=""2:03.07""","=""8/1/2019"""
3057,"Weinstein, Claire","=""2:03.07""","=""3/5/2021"""
3059,"Gibson, Sarah","=""2:03.08""","=""6/22/2018"""
3060,"Haebig, Autumn","=""2:03.08""","=""7/7/2018"""
3062,"Pitzer, Lauren","=""2:03.08""","=""7/7/2017"""
3063,"Ristic, Ella","=""2:03.08""","=""8/5/2017"""
3065,"Schmidt, Sierra","=""2:03.08""","=""6/1/2018"""
3067,"Twichell, Ashley","=""2:03.08""","=""11/8/2019"""
3078,"Pash, Kelly","=""2:03.09""","=""3/31/2017"""
3079,"Pish, Melissa","=""2:03.09""","=""3/3/2017"""
3080,"Pitzer, Lauren","=""2:03.09""","=""5/13/2016"""
3081,"Porter, Samantha","=""2:03.09""","=""7/12/2018"""
3086,"Hemstreet, Karling","=""2:03.10""","=""7/25/2018"""
3089,"Stepanek, Chloe","=""2:03.10""","=""7/5/2019"""
3098,"Pfeifer, Evie","=""2:03.11""","=""8/2/2017"""
3099,"Smith, Addison","=""2:03.11""","=""6/5/2021"""
3101,"Stout, Jordan","=""2:03.11""","=""5/6/2017"""
3106,"Laning, Erica","=""2:03.12""","=""4/27/2019"""
3108,"Rausch, Malia","=""2:03.12""","=""3/13/2021"""
3112,"Gormsen, Cavan","=""2:03.13""","=""8/28/2020"""
3119,"Tankersley, Morgan","=""2:03.13""","=""1/14/2017"""
3126,"Pitzer, Lauren","=""2:03.14""","=""4/14/2016"""
3129,"Stepanek, Chloe","=""2:03.14""","=""2/14/2020"""
3131,"Weitzeil, Abbey","=""2:03.14""","=""6/28/2017"""
3136,"Harnish, Courtney","=""2:03.15""","=""5/21/2016"""
3140,"Luther, Dakota","=""2:03.15""","=""5/26/2017"""
3141,"Pish, Melissa","=""2:03.15""","=""8/11/2017"""
3143,"Smith, Addison","=""2:03.15""","=""6/5/2021"""
3144,"Twichell, Ashley","=""2:03.15""","=""1/14/2017"""
3145,"Walsh, Gretchen","=""2:03.15""","=""8/1/2019"""
3151,"Nordin, Emma","=""2:03.16""","=""5/13/2016"""
3156,"Weitzeil, Abbey","=""2:03.16""","=""5/27/2017"""
3166,"Meitz, Kaersten","=""2:03.17""","=""8/5/2016"""
3169,"Smith, Addison","=""2:03.17""","=""7/20/2018"""
3170,"Stepanek, Chloe","=""2:03.17""","=""8/9/2019"""
3171,"Stepanek, Chloe","=""2:03.17""","=""8/5/2017"""
3177,"DeLoof, Gabby","=""2:03.18""","=""6/3/2016"""
3183,"Rausch, Malia","=""2:03.18""","=""6/5/2021"""
3184,"Ristic, Ella","=""2:03.18""","=""7/16/2017"""
3186,"Sullivan, Erica","=""2:03.18""","=""11/13/2020"""
3190,"Drabot, Katie","=""2:03.19""","=""1/2/2016"""
3195,"Hodges, Macky","=""2:03.19""","=""1/15/2021"""
3197,"Meitz, Kaersten","=""2:03.19""","=""5/20/2017"""
3201,"Yelle, Haley","=""2:03.19""","=""7/8/2016"""
3202,"Bates, Talia","=""2:03.20""","=""7/26/2018"""
3205,"Deloof, Catie","=""2:03.20""","=""11/8/2019"""
3207,"Meitz, Kaersten","=""2:03.20""","=""6/7/2018"""
3209,"Pash, Kelly","=""2:03.20""","=""5/18/2018"""
3210,"Ristic, Ella","=""2:03.20""","=""8/3/2018"""
3217,"Dahlke, Miki","=""2:03.21""","=""8/5/2017"""
3220,"Hinds, Natalie","=""2:03.21""","=""1/17/2020"""
3224,"Atkinson, Emma","=""2:03.22""","=""7/26/2018"""
3229,"Heckman, Miranda","=""2:03.22""","=""7/26/2019"""
3230,"Heckman, Miranda","=""2:03.22""","=""6/28/2017"""
3238,"Twichell, Ashley","=""2:03.22""","=""3/3/2017"""
3242,"Barczyk, Jillian","=""2:03.23""","=""8/1/2018"""
3253,"Spitz, Ayla","=""2:03.23""","=""7/15/2018"""
3261,"Gormley, Isabel","=""2:03.24""","=""5/21/2021"""
3272,"Stout, Jordan","=""2:03.24""","=""7/21/2016"""
3275,"Drumm, Megan","=""2:03.25""","=""8/9/2019"""
3279,"Scott, Morgan","=""2:03.25""","=""8/11/2017"""
3281,"Tuggle, Claire","=""2:03.25""","=""7/7/2017"""
3282,"Weinstein, Claire","=""2:03.25""","=""1/15/2021"""
3286,"Pitzer, Lauren","=""2:03.26""","=""1/14/2017"""
3289,"Scott, Morgan","=""2:03.26""","=""6/28/2017"""
3292,"Hemstreet, Karling","=""2:03.27""","=""7/13/2018"""
3298,"Raab, Meaghan","=""2:03.27""","=""5/6/2017"""
3311,"Freriks, Geena","=""2:03.29""","=""1/3/2020"""
3312,"Madden, Paige","=""2:03.29""","=""5/18/2018"""
3315,"Stege, Rachel","=""2:03.29""","=""7/19/2019"""
3318,"Dahlke, Miki","=""2:03.30""","=""8/11/2016"""
3321,"Kozan, Justina","=""2:03.30""","=""6/23/2018"""
3325,"Schmidt, Sierra","=""2:03.30""","=""1/16/2016"""
3336,"Huske, Torri","=""2:03.31""","=""8/1/2018"""
3340,"Nero, Bailey","=""2:03.31""","=""7/7/2018"""
3343,"Schmidt, Sierra","=""2:03.31""","=""4/14/2016"""
3352,"Ristic, Ella","=""2:03.32""","=""6/22/2019"""
3353,"Ristic, Ella","=""2:03.32""","=""7/14/2019"""
3362,"Ivey, Isabel","=""2:03.33""","=""6/8/2018"""
3365,"Luther, Dakota","=""2:03.33""","=""6/4/2016"""
3366,"Pish, Melissa","=""2:03.33""","=""8/1/2019"""
3369,"Stout, Jordan","=""2:03.33""","=""6/5/2021"""
3370,"Sullivan, Erica","=""2:03.33""","=""5/1/2016"""
3379,"Freriks, Geena","=""2:03.35""","=""11/21/2015"""
3382,"Laning, Erica","=""2:03.35""","=""6/28/2016"""
3386,"Nordmann, Lillie","=""2:03.35""","=""12/6/2019"""
3387,"Ristic, Ella","=""2:03.35""","=""6/16/2016"""
3390,"Grote, Josie","=""2:03.36""","=""5/18/2019"""
3396,"Walsh, Gretchen","=""2:03.36""","=""1/10/2019"""
3400,"Deloof, Catie","=""2:03.37""","=""6/2/2017"""
3402,"Nordin, Emma","=""2:03.37""","=""4/30/2016"""
3404,"Parker, Maxine","=""2:03.37""","=""4/24/2021"""
3406,"Twichell, Ashley","=""2:03.37""","=""1/10/2019"""
3410,"Comerford, Mallory","=""2:03.38""","=""5/14/2021"""
3414,"Kraus, Alena","=""2:03.38""","=""7/10/2019"""
3420,"Raab, Meaghan","=""2:03.38""","=""1/10/2019"""
3422,"Strouse, Ashley","=""2:03.38""","=""7/21/2017"""
3429,"Ober, Ryley","=""2:03.39""","=""6/14/2019"""
3432,"Thomas, Martina","=""2:03.39""","=""8/2/2017"""
3439,"Dawson, Kendall","=""2:03.40""","=""1/11/2020"""
3443,"Laning, Erica","=""2:03.40""","=""6/17/2017"""
3445,"McMurray, Olivia","=""2:03.40""","=""4/11/2019"""
3446,"McMurray, Olivia","=""2:03.40""","=""1/17/2020"""
3453,"Smith, Regan","=""2:03.40""","=""5/14/2016"""
3455,"Weyant, Emma","=""2:03.40""","=""12/6/2019"""
3464,"Stout, Jordan","=""2:03.41""","=""8/5/2017"""
3466,"Thomas, Martina","=""2:03.41""","=""3/17/2016"""
3470,"Gibson, Sarah","=""2:03.42""","=""1/18/2019"""
3471,"Kraus, Alena","=""2:03.42""","=""6/14/2019"""
3475,"Spitz, Ayla","=""2:03.42""","=""5/27/2017"""
3476,"Stepanek, Chloe","=""2:03.42""","=""1/18/2019"""
3483,"Heckman, Miranda","=""2:03.43""","=""11/30/2018"""
3485,"Pash, Kelly","=""2:03.43""","=""8/11/2016"""
3486,"Sullivan, Erica","=""2:03.43""","=""8/23/2017"""
3487,"Weinstein, Claire","=""2:03.43""","=""4/30/2021"""
3491,"Grote, Josie","=""2:03.44""","=""6/14/2019"""
3495,"Luther, Dakota","=""2:03.44""","=""6/21/2019"""
3506,"Heckman, Miranda","=""2:03.45""","=""7/30/2016"""
3510,"Liu, Kenisha","=""2:03.45""","=""7/19/2019"""
3514,"Schmidt, Sierra","=""2:03.45""","=""5/6/2017"""
3528,"Roghair, Aurora","=""2:03.46""","=""3/11/2021"""
3541,"Pfeifer, Evie","=""2:03.47""","=""3/4/2016"""
3545,"Tuggle, Claire","=""2:03.47""","=""1/11/2018"""
3550,"Bathurst, Ella","=""2:03.48""","=""7/12/2019"""
3556,"Rausch, Malia","=""2:03.48""","=""4/30/2021"""
3557,"Ristic, Ella","=""2:03.48""","=""5/27/2017"""
3558,"Roghair, Aurora","=""2:03.48""","=""6/21/2019"""
3564,"Caldow, Elle","=""2:03.49""","=""8/3/2018"""
3565,"Caldow, Elle","=""2:03.49""","=""8/9/2019"""
3568,"Crom, Katie","=""2:03.49""","=""4/30/2021"""
3571,"Meitz, Kaersten","=""2:03.49""","=""6/3/2016"""
3573,"Stout, Jordan","=""2:03.49""","=""8/5/2017"""
3576,"Weitzeil, Abbey","=""2:03.49""","=""5/26/2018"""
3581,"Forde, Brooke","=""2:03.50""","=""12/13/2015"""
3586,"Laning, Erica","=""2:03.50""","=""12/6/2019"""
3591,"Nordin, Emma","=""2:03.50""","=""3/3/2017"""
3592,"Pasadyn, Felicia","=""2:03.50""","=""8/9/2019"""
3601,"Gemmell, Erin","=""2:03.51""","=""6/1/2019"""
3602,"Gibson, Sarah","=""2:03.51""","=""1/11/2018"""
3604,"Liu, Kenisha","=""2:03.51""","=""6/28/2017"""
3607,"Pitzer, Lauren","=""2:03.51""","=""6/22/2019"""
3608,"Portz, Katie","=""2:03.51""","=""1/14/2017"""
3610,"Tuggle, Claire","=""2:03.51""","=""1/10/2019"""
3611,"Walsh, Gretchen","=""2:03.51""","=""6/21/2018"""
3612,"Walsh, Gretchen","=""2:03.51""","=""7/6/2018"""
3618,"Kraus, Alena","=""2:03.52""","=""6/21/2018"""
3623,"Cardwell, Summer","=""2:03.53""","=""1/17/2020"""
3628,"Liu, Kenisha","=""2:03.53""","=""8/11/2016"""
3635,"Pish, Melissa","=""2:03.53""","=""8/3/2018"""
3637,"Stout, Jordan","=""2:03.53""","=""6/5/2021"""
3644,"Heckman, Miranda","=""2:03.54""","=""7/16/2017"""
3652,"Tuggle, Claire","=""2:03.54""","=""11/13/2020"""
3655,"Felner, Gracie","=""2:03.55""","=""8/9/2019"""
3663,"Ober, Ryley","=""2:03.55""","=""8/11/2016"""
3673,"Ivey, Isabel","=""2:03.56""","=""4/27/2019"""
3679,"Gemmell, Erin","=""2:03.57""","=""6/2/2018"""
3682,"McMurray, Olivia","=""2:03.57""","=""2/12/2021"""
3687,"Valls, Kyla","=""2:03.57""","=""6/28/2016"""
3688,"Valls, Kyla","=""2:03.57""","=""6/1/2019"""
3689,"Weyant, Emma","=""2:03.57""","=""2/12/2021"""
3690,"Alons, Kylee","=""2:03.58""","=""6/14/2019"""
3695,"Dahlke, Miki","=""2:03.58""","=""7/16/2017"""
3698,"Gemmell, Erin","=""2:03.58""","=""5/4/2019"""
3701,"Nero, Bailey","=""2:03.58""","=""6/13/2019"""
3702,"Nordin, Emma","=""2:03.58""","=""3/13/2016"""
3706,"Sullivan, Erica","=""2:03.58""","=""1/15/2021"""
3710,"Fertel, Kelly","=""2:03.59""","=""5/12/2017"""
3712,"Liu, Kenisha","=""2:03.59""","=""5/28/2016"""
3719,"Drabot, Katie","=""2:03.60""","=""5/27/2016"""
3722,"Pish, Melissa","=""2:03.60""","=""3/11/2016"""
3723,"Roghair, Aurora","=""2:03.60""","=""6/5/2021"""
3724,"Schmidt, Sierra","=""2:03.60""","=""3/3/2016"""
3727,"Sullivan, Erica","=""2:03.60""","=""1/10/2019"""
3728,"Weyant, Emma","=""2:03.60""","=""7/12/2019"""
3729,"Wilson, Kayla","=""2:03.60""","=""3/29/2019"""
3731,"Bates, Talia","=""2:03.61""","=""8/5/2016"""
3732,"Cronk, Micayla","=""2:03.61""","=""2/15/2020"""
3736,"Madden, Paige","=""2:03.61""","=""5/18/2018"""
3740,"Nordmann, Lillie","=""2:03.61""","=""7/12/2019"""
3741,"Thomas, Martina","=""2:03.61""","=""6/5/2021"""
3748,"Luther, Dakota","=""2:03.62""","=""6/22/2018"""
3751,"Stepanek, Chloe","=""2:03.62""","=""7/5/2019"""
3752,"Stout, Jordan","=""2:03.62""","=""6/3/2017"""
3756,"Hodges, Macky","=""2:03.63""","=""4/30/2021"""
3758,"Kozan, Justina","=""2:03.63""","=""5/24/2019"""
3759,"Kraus, Alena","=""2:03.63""","=""6/7/2018"""
3760,"Luther, Dakota","=""2:03.63""","=""5/17/2019"""
3761,"Peplowski, Anna","=""2:03.63""","=""7/12/2019"""
3763,"Stout, Jordan","=""2:03.63""","=""6/17/2016"""
3772,"Luther, Dakota","=""2:03.64""","=""5/6/2017"""
3776,"McMurray, Olivia","=""2:03.64""","=""8/11/2017"""
3778,"Nordmann, Lillie","=""2:03.64""","=""7/26/2018"""
3794,"Lopez, Rylie","=""2:03.65""","=""3/2/2019"""
3795,"Ober, Ryley","=""2:03.65""","=""3/18/2016"""
3796,"Yelle, Haley","=""2:03.65""","=""6/22/2017"""
3798,"Dahlke, Miki","=""2:03.66""","=""7/13/2018"""
3799,"Fertel, Kelly","=""2:03.66""","=""7/12/2019"""
3801,"Francis, Riley","=""2:03.66""","=""6/5/2021"""
3804,"Lopez, Rylie","=""2:03.66""","=""3/29/2019"""
3809,"Twichell, Ashley","=""2:03.66""","=""6/23/2018"""
3817,"McMurray, Olivia","=""2:03.67""","=""8/3/2018"""
3821,"Ristic, Ella","=""2:03.67""","=""7/14/2019"""
3823,"Sullivan, Erica","=""2:03.67""","=""6/9/2018"""
3825,"Valls, Kyla","=""2:03.67""","=""6/16/2018"""
3829,"Comerford, Mallory","=""2:03.68""","=""3/4/2016"""
3840,"Nordmann, Lillie","=""2:03.68""","=""3/2/2019"""
3841,"Pash, Kelly","=""2:03.68""","=""5/18/2018"""
3844,"Twichell, Ashley","=""2:03.68""","=""1/16/2016"""
3857,"Brown, Erika","=""2:03.70""","=""3/4/2016"""
3858,"Caldow, Elle","=""2:03.70""","=""8/9/2019"""
3861,"Grote, Josie","=""2:03.70""","=""5/18/2019"""
3862,"Hodges, Macky","=""2:03.70""","=""4/8/2021"""
3863,"Howley, Tess","=""2:03.70""","=""5/14/2021"""
3865,"Laning, Erica","=""2:03.70""","=""7/22/2016"""
3868,"Pash, Kelly","=""2:03.70""","=""8/2/2020"""
3869,"Ristic, Ella","=""2:03.70""","=""1/18/2020"""
3872,"Sullivan, Erica","=""2:03.70""","=""8/3/2017"""
3873,"Valls, Kyla","=""2:03.70""","=""6/14/2019"""
3874,"Walsh, Gretchen","=""2:03.70""","=""1/17/2020"""
3878,"Bathurst, Ella","=""2:03.71""","=""8/3/2018"""
3880,"Caldow, Elle","=""2:03.71""","=""6/22/2019"""
3889,"Atkinson, Emma","=""2:03.72""","=""6/21/2019"""
3900,"Brown, Erika","=""2:03.73""","=""6/4/2016"""
3903,"Dupre, Cora","=""2:03.73""","=""7/14/2019"""
3906,"Looney, Lindsay","=""2:03.73""","=""4/3/2021"""
3912,"Schmidt, Sierra","=""2:03.73""","=""11/12/2015"""
3913,"Smith, Addison","=""2:03.73""","=""5/17/2019"""
3919,"Dawson, Kendall","=""2:03.74""","=""4/8/2021"""
3920,"Geer, Margo","=""2:03.74""","=""6/21/2019"""
3933,"Rausch, Malia","=""2:03.75""","=""3/5/2021"""
3934,"Stotler, Sara","=""2:03.75""","=""8/3/2018"""
3935,"Twichell, Ashley","=""2:03.75""","=""1/10/2019"""
3936,"Twichell, Ashley","=""2:03.75""","=""1/15/2021"""
3941,"Atkinson, Emma","=""2:03.76""","=""6/22/2018"""
3942,"Geer, Margo","=""2:03.76""","=""6/4/2016"""
3947,"Parker, Maxine","=""2:03.76""","=""6/14/2019"""
3948,"Pish, Melissa","=""2:03.76""","=""3/11/2016"""
3951,"Stout, Jordan","=""2:03.76""","=""7/14/2017"""
3952,"Twichell, Ashley","=""2:03.76""","=""5/13/2016"""
3955,"Caldow, Elle","=""2:03.77""","=""6/22/2019"""
3957,"Looney, Lindsay","=""2:03.77""","=""7/26/2018"""
3959,"Meitz, Kaersten","=""2:03.77""","=""5/18/2018"""
3963,"Pfeifer, Evie","=""2:03.77""","=""8/2/2017"""
3964,"Rasmus, Claire","=""2:03.77""","=""3/5/2021"""
3968,"Barczyk, Jillian","=""2:03.78""","=""8/2/2017"""
3969,"Bates, Talia","=""2:03.78""","=""7/12/2019"""
3970,"Caldow, Elle","=""2:03.78""","=""1/10/2019"""
3974,"Huske, Torri","=""2:03.78""","=""8/1/2019"""
3975,"Kraus, Alena","=""2:03.78""","=""8/11/2017"""
3980,"Pish, Melissa","=""2:03.78""","=""8/3/2018"""
3983,"Twichell, Ashley","=""2:03.78""","=""1/15/2021"""
3984,"Twichell, Ashley","=""2:03.78""","=""3/3/2017"""
3985,"Valls, Kyla","=""2:03.78""","=""3/11/2016"""
3989,"Dupre, Cora","=""2:03.79""","=""8/3/2018"""
4003,"Hemstreet, Karling","=""2:03.80""","=""7/12/2019"""
4005,"Nero, Bailey","=""2:03.80""","=""6/13/2019"""
4012,"Dawson, Kendall","=""2:03.81""","=""6/3/2017"""
4013,"Doty, Megan","=""2:03.81""","=""6/22/2019"""
4014,"Hinds, Natalie","=""2:03.81""","=""4/11/2019"""
4016,"Luther, Dakota","=""2:03.81""","=""6/22/2018"""
4020,"Nordin, Emma","=""2:03.81""","=""6/3/2016"""
4023,"Tuggle, Claire","=""2:03.81""","=""8/2/2017"""
4025,"Bathurst, Ella","=""2:03.82""","=""7/13/2018"""
4030,"Hemstreet, Karling","=""2:03.82""","=""7/25/2018"""
4043,"Forde, Brooke","=""2:03.83""","=""4/14/2017"""
4044,"Howley, Tess","=""2:03.83""","=""4/10/2021"""
4045,"Kraus, Alena","=""2:03.83""","=""3/2/2018"""
4050,"Pash, Kelly","=""2:03.83""","=""6/3/2017"""
4052,"Valls, Kyla","=""2:03.83""","=""3/3/2016"""
4053,"Walsh, Alex","=""2:03.83""","=""6/21/2018"""
4056,"Dawson, Kendall","=""2:03.84""","=""6/3/2017"""
4059,"Haebig, Autumn","=""2:03.84""","=""7/18/2019"""
4060,"Hemstreet, Karling","=""2:03.84""","=""7/12/2019"""
4065,"Luther, Dakota","=""2:03.84""","=""6/8/2018"""
4079,"Sullivan, Erica","=""2:03.85""","=""1/15/2021"""
4080,"Thomas, Martina","=""2:03.85""","=""6/19/2016"""
4082,"Wilson, Kayla","=""2:03.85""","=""11/8/2019"""
4091,"Ristic, Ella","=""2:03.86""","=""6/23/2018"""
4098,"Bates, Talia","=""2:03.87""","=""7/7/2018"""
4100,"Luther, Dakota","=""2:03.87""","=""5/26/2017"""
4108,"Smith, Addison","=""2:03.87""","=""6/22/2018"""
4110,"Stotler, Sara","=""2:03.87""","=""8/3/2018"""
4113,"Yelle, Haley","=""2:03.87""","=""7/7/2017"""
4117,"Drumm, Megan","=""2:03.88""","=""5/19/2018"""
4119,"Fertel, Kelly","=""2:03.88""","=""5/17/2019"""
4120,"Gormsen, Cavan","=""2:03.88""","=""8/7/2020"""
4146,"Schmidt, Sierra","=""2:03.89""","=""6/1/2018"""
4151,"Gormsen, Cavan","=""2:03.90""","=""3/5/2021"""
4157,"McLaughlin, Katie","=""2:03.90""","=""12/4/2015"""
4158,"Nordmann, Lillie","=""2:03.90""","=""11/8/2019"""
4159,"Roghair, Aurora","=""2:03.90""","=""5/22/2021"""
4162,"Spitz, Ayla","=""2:03.90""","=""5/26/2018"""
4165,"Weyant, Emma","=""2:03.90""","=""5/18/2019"""
4166,"Cardwell, Summer","=""2:03.91""","=""4/30/2021"""
4172,"Thomas, Martina","=""2:03.91""","=""11/21/2020"""
4180,"Porter, Samantha","=""2:03.92""","=""4/28/2018"""
4185,"Spitz, Ayla","=""2:03.92""","=""6/22/2019"""
4186,"Stepanek, Chloe","=""2:03.92""","=""7/19/2019"""
4187,"Valls, Kyla","=""2:03.92""","=""7/8/2016"""
4188,"Weyant, Emma","=""2:03.92""","=""3/8/2019"""
4193,"Doty, Megan","=""2:03.93""","=""12/6/2019"""
4201,"McMurray, Olivia","=""2:03.93""","=""1/15/2021"""
4202,"Porter, Samantha","=""2:03.93""","=""6/14/2019"""
4205,"Scott, Morgan","=""2:03.93""","=""7/15/2016"""
4208,"Francis, Riley","=""2:03.94""","=""7/12/2019"""
4214,"Parker, Maxine","=""2:03.94""","=""5/17/2019"""
4216,"Roghair, Aurora","=""2:03.94""","=""3/6/2020"""
4217,"Small, Meghan","=""2:03.94""","=""4/8/2021"""
4219,"Stepanek, Chloe","=""2:03.94""","=""7/26/2018"""
4220,"Weitzeil, Abbey","=""2:03.94""","=""4/29/2017"""
4224,"Dahlke, Miki","=""2:03.95""","=""5/14/2021"""
4227,"Harnish, Courtney","=""2:03.95""","=""7/6/2018"""
4233,"Barczyk, Jillian","=""2:03.96""","=""6/21/2019"""
4245,"Freriks, Geena","=""2:03.97""","=""7/15/2016"""
4251,"Portz, Katie","=""2:03.97""","=""6/3/2018"""
4253,"Sims, Bella","=""2:03.97""","=""12/6/2019"""
4255,"Twichell, Ashley","=""2:03.97""","=""3/2/2018"""
4259,"Dupre, Cora","=""2:03.98""","=""8/11/2017"""
4261,"Kozan, Justina","=""2:03.98""","=""8/3/2018"""
4262,"Looney, Lindsay","=""2:03.98""","=""8/11/2017"""
4267,"Porter, Samantha","=""2:03.98""","=""5/18/2018"""
4281,"Rasmus, Claire","=""2:03.99""","=""6/21/2019"""
4285,"Yelle, Haley","=""2:03.99""","=""8/5/2017"""
4287,"Bathurst, Ella","=""2:04.00""","=""7/12/2019"""
4308,"Nero, Bailey","=""2:04.01""","=""8/5/2017"""
4310,"Roghair, Aurora","=""2:04.01""","=""8/2/2019"""
4313,"Tankersley, Morgan","=""2:04.01""","=""6/28/2016"""
4317,"Hemstreet, Karling","=""2:04.02""","=""6/21/2019"""
4318,"Nordmann, Lillie","=""2:04.02""","=""8/11/2017"""
4319,"Tankersley, Morgan","=""2:04.02""","=""3/17/2016"""
4328,"Dawson, Kendall","=""2:04.03""","=""6/28/2016"""
4332,"Huske, Torri","=""2:04.03""","=""5/24/2019"""
4333,"Ivey, Isabel","=""2:04.03""","=""4/27/2019"""
4340,"Ristic, Ella","=""2:04.03""","=""12/5/2020"""
4346,"Yelle, Haley","=""2:04.03""","=""7/8/2016"""
4349,"Dahlke, Miki","=""2:04.04""","=""8/11/2016"""
4351,"Francis, Riley","=""2:04.04""","=""4/18/2021"""
4352,"Gormsen, Cavan","=""2:04.04""","=""4/10/2021"""
4355,"Nordin, Emma","=""2:04.04""","=""7/14/2019"""
4356,"Pish, Melissa","=""2:04.04""","=""6/28/2017"""
4357,"Ristic, Ella","=""2:04.04""","=""6/23/2018"""
4373,"Ristic, Ella","=""2:04.05""","=""4/29/2017"""
