,full_name,swim_time_formatted,swim_date
288,"Dressel, Caeleb","=""1:48.14""","=""12/6/2019"""
291,"Pieroni, Blake","=""1:48.14""","=""6/3/2017"""
292,"Magahey, Jake","=""1:48.15""","=""5/14/2021"""
293,"Rooney, Maxime","=""1:48.15""","=""11/3/2015"""
295,"Magahey, Jake","=""1:48.16""","=""4/24/2021"""
297,"Newkirk, Jeff","=""1:48.17""","=""8/5/2017"""
298,"Rooney, Maxime","=""1:48.17""","=""7/26/2018"""
301,"Julian, Trenton","=""1:48.19""","=""7/26/2018"""
302,"Pieroni, Blake","=""1:48.19""","=""5/18/2018"""
303,"Freeman, Trey","=""1:48.20""","=""7/26/2018"""
304,"House, Grant","=""1:48.20""","=""7/26/2018"""
307,"Grothe, Zane","=""1:48.22""","=""5/13/2016"""
314,"Malone, Reed","=""1:48.24""","=""6/27/2016"""
315,"Freeman, Trey","=""1:48.26""","=""5/14/2021"""
318,"Farris, Dean","=""1:48.27""","=""7/26/2018"""
320,"Smith, Kieran","=""1:48.27""","=""7/26/2018"""
322,"Grothe, Zane","=""1:48.29""","=""6/27/2016"""
325,"Newkirk, Jeff","=""1:48.31""","=""8/1/2019"""
328,"Grothe, Zane","=""1:48.32""","=""7/26/2018"""
329,"Kibler, Drew","=""1:48.32""","=""7/26/2018"""
330,"D'Arrigo, Mitch","=""1:48.33""","=""4/23/2016"""
333,"Smith, Kieran","=""1:48.34""","=""6/11/2019"""
335,"Haas, Townley","=""1:48.35""","=""1/16/2016"""
337,"Seliskar, Andrew","=""1:48.35""","=""6/8/2018"""
339,"Bentz, Gunnar","=""1:48.36""","=""6/28/2017"""
340,"D'Arrigo, Mitch","=""1:48.36""","=""4/23/2016"""
341,"Rooney, Maxime","=""1:48.36""","=""6/28/2017"""
343,"D'Arrigo, Mitch","=""1:48.37""","=""8/1/2019"""
344,"Kibler, Drew","=""1:48.37""","=""8/23/2018"""
345,"Pieroni, Blake","=""1:48.37""","=""3/26/2021"""
346,"Shoults, Grant","=""1:48.37""","=""6/28/2017"""
348,"Seliskar, Andrew","=""1:48.38""","=""4/8/2021"""
349,"Apple, Zach","=""1:48.39""","=""6/28/2017"""
350,"Dressel, Caeleb","=""1:48.39""","=""6/4/2016"""
353,"Urlando, Luca","=""1:48.40""","=""11/8/2019"""
354,"Litherland, Jay","=""1:48.41""","=""6/3/2016"""
355,"Seliskar, Andrew","=""1:48.41""","=""5/14/2021"""
358,"Levant, Jack","=""1:48.43""","=""6/8/2018"""
359,"Callan, Patrick","=""1:48.44""","=""7/26/2018"""
361,"Freeman, Trey","=""1:48.44""","=""6/28/2017"""
363,"Katz, Austin","=""1:48.44""","=""8/9/2018"""
364,"Pieroni, Blake","=""1:48.44""","=""6/27/2016"""
367,"Grothe, Zane","=""1:48.45""","=""11/8/2019"""
368,"Newkirk, Jeff","=""1:48.45""","=""8/1/2019"""
369,"Grothe, Zane","=""1:48.46""","=""3/2/2018"""
371,"Smith, Kieran","=""1:48.46""","=""1/15/2021"""
373,"Grothe, Zane","=""1:48.47""","=""8/1/2019"""
378,"Haas, Townley","=""1:48.49""","=""5/21/2021"""
381,"Foster, Carson","=""1:48.51""","=""5/21/2021"""
383,"Grothe, Zane","=""1:48.52""","=""5/18/2018"""
386,"Callan, Patrick","=""1:48.54""","=""6/28/2017"""
391,"Apple, Zach","=""1:48.57""","=""6/28/2017"""
392,"Foster, Carson","=""1:48.57""","=""8/23/2018"""
393,"Rooney, Maxime","=""1:48.57""","=""6/27/2016"""
396,"Bentz, Gunnar","=""1:48.58""","=""6/28/2017"""
398,"Freeman, Trey","=""1:48.58""","=""5/17/2019"""
400,"House, Grant","=""1:48.58""","=""8/7/2019"""
401,"Kibler, Drew","=""1:48.58""","=""4/24/2021"""
402,"Urlando, Luca","=""1:48.58""","=""6/13/2019"""
406,"Foster, Carson","=""1:48.60""","=""8/2/2020"""
414,"Theall, Mark","=""1:48.64""","=""11/22/2019"""
415,"Freeman, Trey","=""1:48.65""","=""7/6/2019"""
416,"Magahey, Jake","=""1:48.65""","=""8/23/2018"""
417,"Bybee, Cody","=""1:48.66""","=""8/1/2019"""
419,"Lochte, Ryan","=""1:48.66""","=""11/12/2015"""
420,"Reilman, Joey","=""1:48.66""","=""12/6/2019"""
421,"Callan, Patrick","=""1:48.67""","=""5/14/2021"""
422,"Magahey, Jake","=""1:48.67""","=""8/23/2018"""
424,"Julian, Trenton","=""1:48.68""","=""5/14/2021"""
425,"Pieroni, Blake","=""1:48.68""","=""3/5/2021"""
426,"Callan, Patrick","=""1:48.69""","=""7/26/2018"""
427,"Dressel, Caeleb","=""1:48.69""","=""4/8/2021"""
428,"Freeman, Trey","=""1:48.69""","=""6/28/2017"""
429,"Freeman, Trey","=""1:48.69""","=""7/5/2019"""
431,"Levant, Jack","=""1:48.70""","=""6/28/2017"""
432,"Levant, Jack","=""1:48.70""","=""7/13/2018"""
434,"Conger, Jack","=""1:48.71""","=""6/28/2017"""
435,"Haas, Townley","=""1:48.71""","=""3/6/2020"""
439,"Rooney, Maxime","=""1:48.71""","=""12/4/2015"""
442,"Haas, Townley","=""1:48.72""","=""1/18/2019"""
443,"Newkirk, Jeff","=""1:48.72""","=""11/13/2020"""
444,"Callan, Patrick","=""1:48.73""","=""4/8/2021"""
445,"Dressel, Caeleb","=""1:48.73""","=""6/1/2018"""
447,"Grothe, Zane","=""1:48.73""","=""6/3/2017"""
451,"Smith, Kieran","=""1:48.74""","=""12/6/2019"""
455,"Rooney, Maxime","=""1:48.76""","=""7/7/2018"""
456,"Pieroni, Blake","=""1:48.77""","=""3/8/2019"""
457,"Pieroni, Blake","=""1:48.77""","=""8/4/2019"""
461,"D'Arrigo, Mitch","=""1:48.78""","=""7/26/2018"""
467,"Foster, Carson","=""1:48.80""","=""7/14/2019"""
468,"Foster, Carson","=""1:48.80""","=""11/8/2019"""
469,"Pieroni, Blake","=""1:48.80""","=""6/23/2018"""
470,"Grothe, Zane","=""1:48.81""","=""5/6/2017"""
471,"Haas, Townley","=""1:48.81""","=""1/15/2021"""
472,"Magahey, Jake","=""1:48.81""","=""8/1/2019"""
475,"Callan, Patrick","=""1:48.83""","=""6/28/2017"""
477,"Dressel, Caeleb","=""1:48.83""","=""3/6/2020"""
478,"Grothe, Zane","=""1:48.83""","=""7/7/2018"""
479,"House, Grant","=""1:48.83""","=""4/3/2021"""
481,"Conger, Jack","=""1:48.84""","=""6/9/2017"""
484,"Lochte, Ryan","=""1:48.85""","=""4/14/2016"""
485,"Malone, Reed","=""1:48.85""","=""6/27/2016"""
486,"Rooney, Maxime","=""1:48.85""","=""6/3/2016"""
487,"Conger, Jack","=""1:48.86""","=""6/22/2018"""
489,"Rooney, Maxime","=""1:48.86""","=""8/21/2017"""
490,"Dressel, Caeleb","=""1:48.87""","=""6/22/2019"""
493,"Grothe, Zane","=""1:48.88""","=""1/15/2021"""
499,"Freeman, Trey","=""1:48.92""","=""8/24/2017"""
500,"Mitchell, Jake","=""1:48.92""","=""8/1/2019"""
502,"Callan, Patrick","=""1:48.93""","=""4/8/2021"""
503,"Callan, Patrick","=""1:48.93""","=""5/14/2021"""
505,"Knowles, Eric","=""1:48.94""","=""8/1/2019"""
506,"Pieroni, Blake","=""1:48.94""","=""12/4/2015"""
507,"Pieroni, Blake","=""1:48.94""","=""5/14/2021"""
516,"D'Arrigo, Mitch","=""1:48.97""","=""6/22/2019"""
518,"Foster, Carson","=""1:48.98""","=""3/1/2020"""
519,"Loy, Drew","=""1:48.98""","=""4/8/2021"""
523,"Kibler, Drew","=""1:49.01""","=""6/23/2018"""
524,"Shoults, Grant","=""1:49.01""","=""6/28/2017"""
525,"Smith, Clark","=""1:49.01""","=""4/14/2016"""
527,"Grothe, Zane","=""1:49.02""","=""3/3/2017"""
529,"Conger, Jack","=""1:49.03""","=""3/2/2018"""
530,"Dahlgren, Jack","=""1:49.03""","=""8/1/2019"""
531,"Freeman, Trey","=""1:49.03""","=""7/5/2019"""
532,"Grothe, Zane","=""1:49.03""","=""5/13/2016"""
533,"Foster, Carson","=""1:49.04""","=""1/17/2020"""
534,"Freeman, Trey","=""1:49.04""","=""5/14/2021"""
535,"House, Grant","=""1:49.04""","=""3/6/2020"""
536,"Kibler, Drew","=""1:49.04""","=""8/24/2016"""
537,"Knowles, Eric","=""1:49.04""","=""8/1/2019"""
539,"Smith, Clark","=""1:49.04""","=""1/11/2018"""
540,"Bybee, Cody","=""1:49.05""","=""6/28/2017"""
545,"Conger, Jack","=""1:49.06""","=""3/8/2019"""
548,"House, Grant","=""1:49.06""","=""5/14/2021"""
550,"Apple, Zach","=""1:49.07""","=""7/5/2019"""
554,"Foster, Carson","=""1:49.07""","=""8/23/2018"""
555,"Grothe, Zane","=""1:49.07""","=""4/12/2018"""
556,"Grothe, Zane","=""1:49.07""","=""1/17/2020"""
561,"Grothe, Zane","=""1:49.08""","=""8/5/2016"""
562,"Loy, Drew","=""1:49.08""","=""4/8/2021"""
565,"D'Arrigo, Mitch","=""1:49.09""","=""7/26/2018"""
566,"Freeman, Trey","=""1:49.09""","=""8/1/2019"""
567,"Rooney, Maxime","=""1:49.09""","=""11/3/2015"""
570,"Pieroni, Blake","=""1:49.10""","=""5/6/2017"""
571,"Grothe, Zane","=""1:49.11""","=""4/8/2021"""
573,"Paulson, Colton","=""1:49.11""","=""8/1/2019"""
580,"Foster, Carson","=""1:49.12""","=""1/15/2021"""
581,"Held, Ryan","=""1:49.12""","=""4/10/2021"""
582,"Rooney, Maxime","=""1:49.12""","=""8/21/2017"""
583,"Urlando, Luca","=""1:49.12""","=""8/1/2019"""
584,"House, Grant","=""1:49.13""","=""7/7/2018"""
585,"Pieroni, Blake","=""1:49.13""","=""12/4/2015"""
586,"Zettle, Alex","=""1:49.13""","=""8/11/2017"""
588,"Forst, Preston","=""1:49.15""","=""5/21/2021"""
590,"Magahey, Jake","=""1:49.15""","=""8/1/2019"""
591,"Stewart, Sam","=""1:49.15""","=""2/29/2020"""
592,"Newkirk, Jeff","=""1:49.16""","=""12/6/2019"""
594,"Lochte, Ryan","=""1:49.17""","=""6/4/2016"""
595,"Loy, Drew","=""1:49.18""","=""7/26/2018"""
598,"Forst, Preston","=""1:49.20""","=""5/21/2021"""
599,"Kibler, Drew","=""1:49.20""","=""1/18/2019"""
600,"Conger, Jack","=""1:49.21""","=""4/11/2019"""
602,"Litherland, Jay","=""1:49.21""","=""6/21/2019"""
604,"Rooney, Maxime","=""1:49.21""","=""7/12/2019"""
605,"Bresette, Liam","=""1:49.22""","=""6/5/2021"""
613,"Seliskar, Andrew","=""1:49.23""","=""6/8/2018"""
615,"Seliskar, Andrew","=""1:49.24""","=""5/25/2018"""
619,"Levant, Jack","=""1:49.25""","=""12/6/2019"""
620,"Newkirk, Jeff","=""1:49.25""","=""3/6/2020"""
621,"Dressel, Caeleb","=""1:49.26""","=""3/26/2021"""
623,"Rose, Dare","=""1:49.26""","=""8/1/2019"""
626,"Haas, Townley","=""1:49.27""","=""3/5/2021"""
628,"Callan, Patrick","=""1:49.28""","=""12/8/2019"""
629,"Julian, Trenton","=""1:49.28""","=""11/21/2020"""
630,"Litherland, Jay","=""1:49.28""","=""6/3/2017"""
631,"Grothe, Zane","=""1:49.29""","=""3/2/2018"""
632,"Hill, Julian","=""1:49.29""","=""8/3/2018"""
635,"Magahey, Jake","=""1:49.29""","=""1/17/2020"""
636,"Newkirk, Jeff","=""1:49.29""","=""3/6/2020"""
637,"Conger, Jack","=""1:49.30""","=""1/11/2018"""
640,"Grothe, Zane","=""1:49.30""","=""5/14/2021"""
641,"Malone, Reed","=""1:49.30""","=""8/1/2019"""
643,"Sammon, Patrick","=""1:49.30""","=""6/5/2021"""
644,"Bybee, Cody","=""1:49.31""","=""8/1/2019"""
650,"Kibler, Drew","=""1:49.33""","=""7/12/2019"""
652,"Litherland, Jay","=""1:49.33""","=""6/27/2016"""
654,"Newkirk, Jeff","=""1:49.33""","=""6/27/2016"""
655,"Pebley, Jacob","=""1:49.33""","=""11/30/2018"""
657,"Smith, Clark","=""1:49.34""","=""1/11/2018"""
660,"Dressel, Caeleb","=""1:49.35""","=""5/14/2021"""
668,"D'Arrigo, Mitch","=""1:49.37""","=""6/22/2019"""
670,"Newmark, Jake","=""1:49.38""","=""5/27/2021"""
671,"Wieser, Chris","=""1:49.38""","=""7/26/2018"""
672,"Conger, Jack","=""1:49.39""","=""3/8/2019"""
675,"House, Grant","=""1:49.40""","=""8/7/2019"""
678,"Callan, Patrick","=""1:49.41""","=""5/6/2017"""
680,"Freeman, Trey","=""1:49.41""","=""3/2/2018"""
681,"Hill, Julian","=""1:49.41""","=""8/1/2019"""
682,"Litherland, Jay","=""1:49.41""","=""5/13/2016"""
684,"Malone, Reed","=""1:49.41""","=""8/1/2019"""
686,"Apple, Zach","=""1:49.42""","=""12/5/2020"""
689,"Conger, Jack","=""1:49.44""","=""5/6/2017"""
692,"Hobson, Luke","=""1:49.44""","=""4/30/2021"""
698,"Higgins, Walker","=""1:49.45""","=""7/6/2018"""
699,"Kibler, Drew","=""1:49.45""","=""3/31/2017"""
700,"Magahey, Jake","=""1:49.45""","=""7/26/2018"""
701,"Grothe, Zane","=""1:49.46""","=""4/11/2019"""
703,"Bentz, Gunnar","=""1:49.47""","=""7/26/2018"""
704,"Callan, Patrick","=""1:49.47""","=""6/9/2017"""
706,"Freeman, Trey","=""1:49.47""","=""3/2/2018"""
707,"Kibler, Drew","=""1:49.47""","=""3/3/2017"""
709,"Conger, Jack","=""1:49.48""","=""4/14/2016"""
710,"Davis, Wyatt","=""1:49.48""","=""3/29/2019"""
713,"Rose, Dare","=""1:49.48""","=""8/1/2019"""
715,"Smith, Clark","=""1:49.48""","=""3/2/2018"""
716,"Stone, Lane","=""1:49.48""","=""7/26/2018"""
717,"Apple, Zach","=""1:49.49""","=""5/18/2019"""
721,"Held, Ryan","=""1:49.49""","=""7/21/2017"""
722,"Levant, Jack","=""1:49.49""","=""6/8/2018"""
729,"Carrozza, Coby","=""1:49.51""","=""4/24/2021"""
733,"Foster, Carson","=""1:49.51""","=""6/16/2019"""
734,"Foster, Carson","=""1:49.51""","=""6/15/2019"""
736,"Urlando, Luca","=""1:49.51""","=""1/10/2019"""
740,"Harting, Zach","=""1:49.52""","=""8/4/2019"""
742,"Grothe, Zane","=""1:49.53""","=""11/7/2015"""
743,"Seliskar, Andrew","=""1:49.53""","=""1/17/2020"""
745,"Bentz, Gunnar","=""1:49.54""","=""6/3/2017"""
746,"Conger, Jack","=""1:49.54""","=""6/4/2016"""
749,"Haas, Townley","=""1:49.55""","=""6/8/2018"""
755,"Grothe, Zane","=""1:49.57""","=""10/29/2015"""
757,"Haas, Townley","=""1:49.57""","=""1/16/2016"""
762,"Apple, Zach","=""1:49.58""","=""4/8/2021"""
763,"Callan, Patrick","=""1:49.58""","=""5/6/2017"""
764,"Kibler, Drew","=""1:49.58""","=""6/28/2017"""
765,"Lasco, Destin","=""1:49.58""","=""8/1/2019"""
767,"Magahey, Jake","=""1:49.58""","=""6/21/2019"""
768,"Carrozza, Coby","=""1:49.59""","=""8/1/2019"""
769,"Dolan, Jack","=""1:49.59""","=""4/3/2021"""
770,"Gray, Andrew","=""1:49.59""","=""4/3/2021"""
776,"Farris, Dean","=""1:49.60""","=""7/13/2018"""
777,"Levant, Jack","=""1:49.60""","=""6/28/2017"""
780,"Bresette, Liam","=""1:49.61""","=""7/26/2018"""
781,"Dahlgren, Jack","=""1:49.61""","=""8/1/2019"""
782,"Freeman, Trey","=""1:49.61""","=""8/1/2019"""
785,"Pieroni, Blake","=""1:49.61""","=""3/6/2020"""
786,"Urlando, Luca","=""1:49.61""","=""5/14/2021"""
787,"Callan, Patrick","=""1:49.62""","=""5/18/2019"""
788,"Cotter, Michael","=""1:49.62""","=""4/10/2021"""
789,"Grothe, Zane","=""1:49.62""","=""8/1/2019"""
791,"Lochte, Ryan","=""1:49.62""","=""4/14/2016"""
792,"Rooney, Maxime","=""1:49.62""","=""8/5/2016"""
793,"D'Arrigo, Mitch","=""1:49.63""","=""11/30/2018"""
794,"Newkirk, Jeff","=""1:49.63""","=""8/5/2017"""
795,"D'Arrigo, Mitch","=""1:49.64""","=""8/21/2017"""
797,"Stone, Lane","=""1:49.64""","=""6/18/2019"""
802,"Magahey, Jake","=""1:49.65""","=""5/18/2018"""
803,"Mitchell, Jake","=""1:49.65""","=""11/13/2020"""
804,"Rooney, Maxime","=""1:49.65""","=""5/21/2021"""
805,"Rose, Dare","=""1:49.65""","=""8/23/2018"""
806,"Schilling, Sam","=""1:49.65""","=""7/19/2019"""
