,full_name,swim_time_formatted,swim_date
1019,"Newkirk, Jeff","=""49.76""","=""7/28/2018"""
1020,"Pebley, Jacob","=""49.76""","=""3/2/2017"""
1021,"Rooney, Maxime","=""49.76""","=""6/21/2019"""
1022,"Surhoff, Austin","=""49.76""","=""1/17/2021"""
1024,"Apple, Zach","=""49.77""","=""3/4/2021"""
1026,"Chaney, Adam","=""49.77""","=""8/24/2019"""
1029,"Decoursey, Kyle","=""49.77""","=""3/5/2020"""
1033,"Held, Ryan","=""49.77""","=""6/13/2018"""
1034,"Krueger, Danny","=""49.77""","=""1/12/2018"""
1035,"Krueger, Danny","=""49.77""","=""4/25/2021"""
1037,"Newkirk, Jeff","=""49.77""","=""8/2/2017"""
1038,"Novak, Jesse","=""49.77""","=""7/31/2019"""
1040,"Rooney, Maxime","=""49.77""","=""11/2/2015"""
1041,"Sannem, Jake","=""49.77""","=""7/31/2019"""
1042,"Seliskar, Andrew","=""49.77""","=""3/4/2021"""
1043,"Tapp, Hunter","=""49.77""","=""5/14/2021"""
1045,"Albiero, Nicolas","=""49.78""","=""4/17/2021"""
1046,"Auchinachie, Cameron","=""49.78""","=""7/31/2019"""
1048,"Howard, Robert","=""49.78""","=""3/5/2020"""
1050,"Loy, Drew","=""49.78""","=""7/25/2018"""
1052,"Molacek, Jacob","=""49.78""","=""6/27/2017"""
1053,"Ress, Justin","=""49.78""","=""4/9/2021"""
1055,"Seliskar, Andrew","=""49.78""","=""3/5/2020"""
1057,"Adrian, Nathan","=""49.79""","=""5/17/2018"""
1058,"Baker, Ryan","=""49.79""","=""7/31/2019"""
1065,"Rooney, Maxime","=""49.79""","=""8/2/2016"""
1068,"Wright, Colin","=""49.79""","=""7/31/2019"""
1069,"Apple, Zach","=""49.80""","=""5/17/2018"""
1070,"Armstrong, Hunter","=""49.80""","=""8/7/2019"""
1071,"Chadwick, Michael","=""49.80""","=""1/17/2021"""
1074,"Dressel, Caeleb","=""49.80""","=""5/14/2017"""
1076,"Haas, Townley","=""49.80""","=""6/1/2019"""
1077,"Held, Ryan","=""49.80""","=""3/4/2021"""
1078,"Josa, Matthew","=""49.80""","=""6/29/2016"""
1080,"Krueger, Danny","=""49.80""","=""1/12/2018"""
1084,"Pebley, Jacob","=""49.80""","=""5/5/2017"""
1092,"Held, Ryan","=""49.81""","=""7/23/2017"""
1095,"Molacek, Jacob","=""49.81""","=""7/21/2019"""
1096,"Newkirk, Jeff","=""49.81""","=""7/25/2018"""
1098,"Ress, Justin","=""49.81""","=""6/4/2017"""
1099,"Ress, Justin","=""49.81""","=""1/19/2020"""
1102,"Conger, Jack","=""49.82""","=""5/31/2019"""
1105,"Held, Ryan","=""49.82""","=""3/4/2021"""
1107,"Newkirk, Jeff","=""49.82""","=""8/2/2017"""
1111,"Adrian, Nathan","=""49.83""","=""5/17/2019"""
1112,"Armstrong, Hunter","=""49.83""","=""5/13/2021"""
1115,"House, Grant","=""49.83""","=""5/13/2021"""
1116,"Jensen, Michael","=""49.83""","=""6/9/2018"""
1121,"Becker, Bowe","=""49.84""","=""6/29/2016"""
1127,"House, Grant","=""49.84""","=""7/25/2018"""
1129,"Lasco, Destin","=""49.84""","=""12/1/2018"""
1130,"Stewart, Coleman","=""49.84""","=""4/9/2021"""
1131,"Stewart, Coleman","=""49.84""","=""1/14/2021"""
1136,"Grothe, Zane","=""49.85""","=""3/7/2019"""
1138,"Held, Ryan","=""49.85""","=""7/6/2018"""
1141,"Molacek, Jacob","=""49.85""","=""8/2/2016"""
1143,"Pebley, Jacob","=""49.85""","=""3/2/2017"""
1144,"Pieroni, Blake","=""49.85""","=""12/5/2015"""
1147,"Conger, Jack","=""49.86""","=""12/7/2019"""
1148,"Held, Ryan","=""49.86""","=""1/17/2021"""
1149,"Hoffer, Ryan","=""49.86""","=""6/27/2017"""
1153,"Murphy, Ryan","=""49.86""","=""4/5/2016"""
1155,"Andrew, Michael","=""49.87""","=""5/31/2019"""
1156,"Andrew, Michael","=""49.87""","=""7/25/2018"""
1160,"Eastman, Michael","=""49.87""","=""5/14/2021"""
1164,"Rooney, Maxime","=""49.87""","=""4/25/2021"""
1168,"Held, Ryan","=""49.88""","=""5/17/2018"""
1169,"House, Grant","=""49.88""","=""3/5/2020"""
1170,"Kibler, Drew","=""49.88""","=""1/17/2019"""
1175,"Conger, Jack","=""49.89""","=""5/15/2016"""
1177,"Dressel, Caeleb","=""49.89""","=""3/5/2020"""
1179,"Farris, Dean","=""49.89""","=""5/13/2021"""
1180,"Farris, Dean","=""49.89""","=""1/19/2020"""
1182,"Krueger, Danny","=""49.89""","=""1/13/2017"""
1183,"Magahey, Jake","=""49.89""","=""6/23/2019"""
1188,"Shields, Tom","=""49.89""","=""5/15/2016"""
1189,"Shields, Tom","=""49.89""","=""4/5/2016"""
1197,"Krueger, Danny","=""49.90""","=""6/10/2018"""
1198,"Loy, Drew","=""49.90""","=""7/31/2019"""
1199,"Maurer, Luke","=""49.90""","=""8/7/2019"""
1201,"Murphy, Ryan","=""49.90""","=""3/5/2020"""
1203,"Smith, Kieran","=""49.90""","=""6/15/2019"""
1205,"Thibert, Mike","=""49.90""","=""7/25/2018"""
1207,"Apple, Zach","=""49.91""","=""1/17/2021"""
1208,"Apple, Zach","=""49.91""","=""6/9/2018"""
1209,"Apple, Zach","=""49.91""","=""5/17/2018"""
1214,"Grevers, Matt","=""49.91""","=""1/15/2016"""
1222,"Chadwick, Michael","=""49.92""","=""1/15/2016"""
1228,"Farris, Dean","=""49.92""","=""6/9/2018"""
1229,"Farris, Dean","=""49.92""","=""6/20/2019"""
1231,"O'Haimhirgin, Liam","=""49.92""","=""7/20/2017"""
1235,"Brownstead, Matt","=""49.93""","=""7/31/2019"""
1236,"Casas, Shaine","=""49.93""","=""7/25/2018"""
1239,"Farber, Sid","=""49.93""","=""12/9/2019"""
1240,"Farris, Dean","=""49.93""","=""6/9/2018"""
1241,"Farris, Dean","=""49.93""","=""5/19/2019"""
1244,"Maurer, Luke","=""49.93""","=""5/20/2021"""
1245,"Novak, Jesse","=""49.93""","=""7/25/2018"""
1246,"Pieroni, Blake","=""49.93""","=""10/16/2015"""
1248,"Smith, Kieran","=""49.93""","=""11/14/2020"""
1249,"Stewart, Coleman","=""49.93""","=""3/4/2021"""
1255,"Haas, Townley","=""49.94""","=""6/29/2016"""
1260,"Magahey, Jake","=""49.94""","=""7/31/2019"""
1262,"Pinfold, Brett","=""49.94""","=""7/21/2016"""
1265,"Rooney, Maxime","=""49.94""","=""5/20/2018"""
1267,"Sammon, Patrick","=""49.94""","=""6/4/2021"""
1268,"Stewart, Coleman","=""49.94""","=""6/16/2019"""
1273,"Chaney, Adam","=""49.95""","=""7/25/2018"""
1276,"O'Haimhirgin, Liam","=""49.95""","=""3/8/2020"""
1278,"Reid, Noah","=""49.95""","=""7/31/2019"""
1284,"Chadwick, Michael","=""49.96""","=""5/15/2016"""
1285,"Chadwick, Michael","=""49.96""","=""4/16/2016"""
1286,"Chadwick, Michael","=""49.96""","=""1/15/2016"""
1287,"Chaney, Adam","=""49.96""","=""8/24/2019"""
1289,"Grothe, Zane","=""49.96""","=""7/31/2019"""
1295,"Andrew, Michael","=""49.97""","=""6/27/2017"""
1299,"Held, Ryan","=""49.97""","=""6/13/2018"""
1300,"Howard, Robert","=""49.97""","=""6/27/2017"""
1304,"Robrock, Kyle","=""49.97""","=""6/27/2017"""
1305,"Shields, Tom","=""49.97""","=""4/13/2017"""
1307,"Chadwick, Michael","=""49.98""","=""5/5/2017"""
1309,"Fleagle, Josh","=""49.98""","=""7/6/2018"""
1311,"Hoffer, Ryan","=""49.98""","=""8/25/2016"""
1318,"Pieroni, Blake","=""49.98""","=""6/22/2018"""
1319,"Pinfold, Brett","=""49.98""","=""8/2/2016"""
1320,"Schilling, Sam","=""49.98""","=""7/21/2019"""
1322,"Adrian, Nathan","=""49.99""","=""3/5/2020"""
1324,"Brownstead, Matt","=""49.99""","=""12/7/2019"""
1328,"Dressel, Caeleb","=""49.99""","=""11/22/2015"""
1330,"Jackson, Tate","=""49.99""","=""1/17/2019"""
1331,"Jensen, Michael","=""49.99""","=""5/27/2018"""
1334,"Koster, Adam","=""49.99""","=""7/11/2019"""
1336,"Murphy, Ryan","=""49.99""","=""5/31/2019"""
1341,"Smith, Kieran","=""49.99""","=""1/19/2020"""
1345,"Chadwick, Michael","=""50.00""","=""1/12/2019"""
1349,"Haas, Townley","=""50.00""","=""12/7/2019"""
1352,"Kibler, Drew","=""50.00""","=""6/27/2017"""
1356,"Reid, Noah","=""50.00""","=""7/12/2019"""
1357,"Ress, Justin","=""50.00""","=""3/4/2021"""
1358,"Rooney, Maxime","=""50.00""","=""7/27/2016"""
1364,"Chadwick, Michael","=""50.01""","=""6/4/2017"""
1365,"Chaney, Adam","=""50.01""","=""8/24/2018"""
1366,"Decoursey, Kyle","=""50.01""","=""3/5/2020"""
1367,"Decoursey, Kyle","=""50.01""","=""7/25/2018"""
1370,"Jackson, Tate","=""50.01""","=""7/6/2017"""
1371,"Jackson, Tate","=""50.01""","=""7/28/2016"""
1375,"Lynch, Justin","=""50.01""","=""7/25/2018"""
1376,"Magahey, Jake","=""50.01""","=""8/24/2019"""
1380,"Brownstead, Matt","=""50.02""","=""7/31/2019"""
1381,"Chadwick, Michael","=""50.02""","=""6/5/2016"""
1385,"Fleagle, Josh","=""50.02""","=""8/2/2016"""
1386,"Held, Ryan","=""50.02""","=""6/11/2016"""
1387,"Held, Ryan","=""50.02""","=""1/12/2018"""
1388,"Howard, Robert","=""50.02""","=""6/30/2017"""
1390,"Koster, Adam","=""50.02""","=""7/27/2018"""
1391,"Lasco, Destin","=""50.02""","=""11/21/2020"""
1393,"Pinfold, Brett","=""50.02""","=""3/4/2021"""
1397,"Stewart, Coleman","=""50.02""","=""11/7/2019"""
1398,"Thibert, Mike","=""50.02""","=""7/25/2018"""
1399,"Casas, Shaine","=""50.03""","=""7/25/2018"""
1400,"Conger, Jack","=""50.03""","=""6/3/2016"""
1401,"Fleagle, Josh","=""50.03""","=""7/6/2018"""
1405,"Kibler, Drew","=""50.03""","=""6/27/2017"""
1408,"Shebat, John","=""50.03""","=""7/12/2018"""
1410,"Adrian, Nathan","=""50.04""","=""11/14/2015"""
1411,"Becker, Bowe","=""50.04""","=""6/23/2019"""
1413,"Conger, Jack","=""50.04""","=""6/16/2019"""
1415,"Fleagle, Josh","=""50.04""","=""8/2/2016"""
1416,"Haas, Townley","=""50.04""","=""3/4/2021"""
1417,"Hoffer, Ryan","=""50.04""","=""6/27/2017"""
1421,"Maurer, Luke","=""50.04""","=""8/7/2019"""
1422,"Pebley, Jacob","=""50.04""","=""4/13/2017"""
1426,"Seliskar, Andrew","=""50.04""","=""4/24/2021"""
1428,"Willenbring, Matt","=""50.04""","=""6/27/2017"""
1429,"Wright, River","=""50.04""","=""3/1/2020"""
1430,"Armstrong, Jack","=""50.05""","=""7/31/2019"""
1434,"Farris, Dean","=""50.05""","=""6/27/2017"""
1436,"Miller, Luke","=""50.05""","=""6/4/2021"""
1437,"Murphy, Ryan","=""50.05""","=""3/5/2020"""
1438,"Pebley, Jacob","=""50.05""","=""11/7/2019"""
1441,"Tittle, Mason","=""50.05""","=""7/26/2018"""
1442,"Wilburn, Cason","=""50.05""","=""8/6/2019"""
1443,"Chaney, Adam","=""50.06""","=""8/24/2018"""
1446,"Haas, Townley","=""50.06""","=""3/5/2020"""
1449,"Jensen, Michael","=""50.06""","=""6/29/2016"""
1450,"Koster, Adam","=""50.06""","=""5/18/2019"""
1452,"Ress, Justin","=""50.06""","=""6/29/2016"""
1453,"Rooney, Maxime","=""50.06""","=""6/2/2017"""
1454,"Sammon, Patrick","=""50.06""","=""5/1/2021"""
1455,"Willenbring, Matt","=""50.06""","=""7/25/2018"""
1458,"Kibler, Drew","=""50.07""","=""7/11/2019"""
1459,"King, Matt","=""50.07""","=""5/16/2021"""
1460,"Koster, Adam","=""50.07""","=""5/18/2019"""
1465,"Alexy, Jack","=""50.08""","=""5/2/2021"""
1467,"Curry, Brooks","=""50.08""","=""8/7/2019"""
1470,"House, Grant","=""50.08""","=""4/4/2021"""
1472,"Lasco, Destin","=""50.08""","=""12/1/2018"""
1478,"Surhoff, Austin","=""50.08""","=""1/17/2021"""
1481,"Andrew, Michael","=""50.09""","=""8/9/2016"""
1484,"Becker, Bowe","=""50.09""","=""8/2/2016"""
1487,"Connolly, Alec","=""50.09""","=""7/12/2019"""
1494,"Magahey, Jake","=""50.09""","=""4/24/2021"""
1496,"Shields, Tom","=""50.09""","=""5/15/2016"""
1499,"Benson, Andrew","=""50.10""","=""5/29/2021"""
1500,"Benson, Andrew","=""50.10""","=""6/4/2021"""
1502,"Chadwick, Michael","=""50.10""","=""3/7/2019"""
1504,"Krueger, Danny","=""50.10""","=""8/2/2020"""
1505,"Loy, Drew","=""50.10""","=""4/10/2021"""
1507,"Newkirk, Jeff","=""50.10""","=""3/5/2020"""
1509,"Pebley, Jacob","=""50.10""","=""5/5/2017"""
1510,"Rooney, Maxime","=""50.10""","=""8/2/2016"""
1511,"Rooney, Maxime","=""50.10""","=""6/5/2016"""
1512,"Vera, Blaise","=""50.10""","=""10/12/2019"""
1514,"Bureau, Lucas","=""50.11""","=""5/2/2021"""
1515,"Bureau, Lucas","=""50.11""","=""12/7/2019"""
1517,"Chadwick, Michael","=""50.11""","=""6/9/2018"""
1518,"Conger, Jack","=""50.11""","=""12/7/2019"""
1519,"Conger, Jack","=""50.11""","=""5/19/2018"""
1520,"Delakis, Paul","=""50.11""","=""7/25/2018"""
1521,"Dolan, Jack","=""50.11""","=""7/31/2019"""
1523,"Fleagle, Josh","=""50.11""","=""7/25/2018"""
1528,"Jensen, Michael","=""50.11""","=""6/9/2018"""
1529,"Jensen, Michael","=""50.11""","=""2/8/2020"""
1534,"Ress, Justin","=""50.11""","=""1/19/2020"""
1537,"Tittle, Mason","=""50.11""","=""7/25/2018"""
1542,"Bureau, Lucas","=""50.12""","=""5/21/2021"""
1545,"Chadwick, Michael","=""50.12""","=""4/16/2016"""
1551,"Kovac, Danny","=""50.12""","=""8/24/2018"""
1555,"Rooney, Maxime","=""50.12""","=""6/5/2016"""
1559,"Benson, Andrew","=""50.13""","=""5/29/2021"""
1563,"Haas, Townley","=""50.13""","=""6/9/2018"""
1565,"Kibler, Drew","=""50.13""","=""8/25/2016"""
1566,"Krueger, Danny","=""50.13""","=""4/28/2019"""
1568,"Lynch, Justin","=""50.13""","=""6/27/2017"""
1569,"Miller, Luke","=""50.13""","=""6/4/2021"""
1570,"Pinfold, Brett","=""50.13""","=""6/29/2016"""
1574,"Chadwick, Michael","=""50.14""","=""2/8/2020"""
1578,"Eastman, Michael","=""50.14""","=""11/12/2020"""
1579,"Eastman, Michael","=""50.14""","=""6/4/2021"""
1584,"Pebley, Jacob","=""50.14""","=""3/7/2019"""
1586,"Pieroni, Blake","=""50.14""","=""10/21/2016"""
1587,"Rooney, Maxime","=""50.14""","=""1/15/2016"""
1588,"Rooney, Maxime","=""50.14""","=""6/3/2018"""
1591,"Seliskar, Andrew","=""50.14""","=""5/26/2019"""
1594,"Chaney, Adam","=""50.15""","=""5/16/2021"""
1598,"Haas, Townley","=""50.15""","=""6/15/2019"""
1601,"Kibler, Drew","=""50.15""","=""8/25/2016"""
1605,"Miller, Luke","=""50.15""","=""12/10/2019"""
1606,"Molacek, Jacob","=""50.15""","=""1/19/2020"""
1608,"Novak, Jesse","=""50.15""","=""5/26/2019"""
1613,"Smith, Kieran","=""50.15""","=""12/7/2019"""
1614,"Andrew, Michael","=""50.16""","=""6/27/2017"""
1615,"Auchinachie, Cameron","=""50.16""","=""7/31/2019"""
1616,"Baker, Ryan","=""50.16""","=""7/25/2018"""
1621,"Farris, Dean","=""50.16""","=""4/10/2021"""
1622,"Fleagle, Josh","=""50.16""","=""6/9/2018"""
1623,"Fleagle, Josh","=""50.16""","=""6/4/2016"""
1626,"King, Matt","=""50.16""","=""5/16/2021"""
1627,"Kovac, Danny","=""50.16""","=""7/31/2019"""
1628,"Lasco, Destin","=""50.16""","=""8/24/2018"""
1633,"Tapp, Hunter","=""50.16""","=""7/31/2019"""
1635,"Benson, Andrew","=""50.17""","=""6/4/2021"""
1637,"Chadwick, Michael","=""50.17""","=""3/7/2019"""
1639,"Decoursey, Kyle","=""50.17""","=""12/7/2019"""
1640,"Farris, Dean","=""50.17""","=""11/7/2019"""
1643,"Jensen, Michael","=""50.17""","=""5/26/2019"""
1644,"Krueger, Danny","=""50.17""","=""11/14/2020"""
1645,"Magahey, Jake","=""50.17""","=""8/24/2019"""
1646,"Manoff, Blake","=""50.17""","=""5/21/2021"""
1648,"Murphy, Ryan","=""50.17""","=""8/3/2019"""
1650,"Schilling, Sam","=""50.17""","=""7/31/2019"""
1652,"Apple, Zach","=""50.18""","=""6/29/2016"""
1653,"Becker, Bowe","=""50.18""","=""12/7/2019"""
1654,"Chadwick, Michael","=""50.18""","=""4/22/2016"""
1659,"Kibler, Drew","=""50.18""","=""3/2/2017"""
1660,"Novak, Jesse","=""50.18""","=""7/12/2019"""
1662,"Shebat, John","=""50.18""","=""5/21/2021"""
1665,"Apple, Zach","=""50.19""","=""5/28/2017"""
1670,"Howard, Robert","=""50.19""","=""5/14/2017"""
1672,"Koster, Adam","=""50.19""","=""7/31/2019"""
1675,"Loy, Drew","=""50.19""","=""6/27/2017"""
1676,"Lynch, Justin","=""50.19""","=""4/29/2016"""
1677,"Manoff, Blake","=""50.19""","=""5/2/2021"""
1681,"Shields, Tom","=""50.19""","=""3/5/2016"""
1682,"Stewart, Coleman","=""50.19""","=""4/13/2019"""
1683,"Surhoff, Austin","=""50.19""","=""11/14/2020"""
1685,"Tosh, Caleb","=""50.19""","=""7/28/2018"""
1688,"Adrian, Nathan","=""50.20""","=""4/13/2017"""
1690,"Apple, Zach","=""50.20""","=""1/17/2021"""
1692,"Bureau, Lucas","=""50.20""","=""5/2/2021"""
1696,"Decoursey, Kyle","=""50.20""","=""6/16/2017"""
1697,"Farris, Dean","=""50.20""","=""6/20/2019"""
1698,"Fleagle, Josh","=""50.20""","=""11/23/2019"""
1699,"Hensley, Noah","=""50.20""","=""7/25/2018"""
1704,"Seliskar, Andrew","=""50.20""","=""4/10/2021"""
1705,"Stewart, Coleman","=""50.20""","=""5/17/2019"""
1706,"Tapp, Hunter","=""50.20""","=""7/31/2019"""
1707,"Becker, Bowe","=""50.21""","=""7/25/2018"""
1708,"Brownstead, Matt","=""50.21""","=""11/14/2020"""
1710,"Delakis, Paul","=""50.21""","=""8/2/2019"""
1711,"Foster, Carson","=""50.21""","=""7/25/2018"""
1713,"Gwin, Isaac","=""50.21""","=""4/10/2021"""
1714,"Jensen, Michael","=""50.21""","=""6/2/2017"""
1715,"Krueger, Danny","=""50.21""","=""8/25/2016"""
1717,"Novak, Jesse","=""50.21""","=""6/21/2019"""
1718,"Pinfold, Brett","=""50.21""","=""3/4/2021"""
1721,"Bureau, Lucas","=""50.22""","=""6/4/2021"""
1722,"Bybee, Cody","=""50.22""","=""6/27/2017"""
1725,"Cummings, Tanner","=""50.22""","=""5/14/2021"""
1729,"Krueger, Danny","=""50.22""","=""8/27/2017"""
1732,"Paulson, Colton","=""50.22""","=""7/31/2019"""
1733,"Rooney, Maxime","=""50.22""","=""1/15/2016"""
1734,"Sorenson, Payton","=""50.22""","=""3/4/2016"""
1735,"Thibert, Mike","=""50.22""","=""7/12/2018"""
1738,"Becker, Bowe","=""50.23""","=""3/5/2020"""
1740,"Branzell, Reese","=""50.23""","=""3/21/2021"""
1741,"Haas, Townley","=""50.23""","=""4/23/2016"""
1742,"Hensley, Noah","=""50.23""","=""7/31/2019"""
1743,"House, Grant","=""50.23""","=""1/31/2021"""
1744,"Lile, Nathan","=""50.23""","=""7/31/2019"""
1749,"Armstrong, Hunter","=""50.24""","=""7/31/2019"""
1750,"Bybee, Cody","=""50.24""","=""5/13/2021"""
1752,"Decoursey, Kyle","=""50.24""","=""6/29/2016"""
1753,"Dressel, Caeleb","=""50.24""","=""6/9/2018"""
1754,"Farris, Dean","=""50.24""","=""6/21/2018"""
1756,"Grevers, Matt","=""50.24""","=""5/24/2019"""
1757,"Held, Ryan","=""50.24""","=""1/15/2016"""
1758,"Hobson, Luke","=""50.24""","=""5/2/2021"""
1760,"Josa, Matthew","=""50.24""","=""7/25/2018"""
1761,"Josa, Matthew","=""50.24""","=""7/15/2018"""
1765,"Molacek, Jacob","=""50.24""","=""1/19/2020"""
1767,"Ress, Justin","=""50.24""","=""1/12/2018"""
1769,"Shields, Tom","=""50.24""","=""3/5/2020"""
1772,"Adrian, Nathan","=""50.25""","=""3/4/2021"""
1773,"Bureau, Lucas","=""50.25""","=""5/21/2021"""
1778,"Decoursey, Kyle","=""50.25""","=""7/8/2018"""
1779,"Dressel, Caeleb","=""50.25""","=""3/4/2021"""
1781,"Hoffer, Ryan","=""50.25""","=""5/16/2021"""
1782,"Jackson, Tate","=""50.25""","=""7/12/2018"""
1783,"Lile, Nathan","=""50.25""","=""4/13/2019"""
1785,"Sammon, Patrick","=""50.25""","=""6/4/2021"""
1786,"Smith, Kieran","=""50.25""","=""6/15/2019"""
1787,"Stewart, Coleman","=""50.25""","=""11/7/2019"""
1788,"Tosh, Caleb","=""50.25""","=""7/31/2019"""
1792,"Chadwick, Michael","=""50.26""","=""5/26/2019"""
1794,"Decoursey, Kyle","=""50.26""","=""7/31/2019"""
1795,"Dressel, Caeleb","=""50.26""","=""5/15/2016"""
1797,"Held, Ryan","=""50.26""","=""5/14/2017"""
1798,"Hill, Julian","=""50.26""","=""4/4/2021"""
1799,"Krueger, Danny","=""50.26""","=""6/20/2019"""
1803,"Stewart, Coleman","=""50.26""","=""5/17/2019"""
1805,"Adrian, Nathan","=""50.27""","=""12/1/2018"""
1812,"Hoffer, Ryan","=""50.27""","=""5/16/2021"""
1821,"Carlson, Evan","=""50.28""","=""11/14/2020"""
1823,"Farber, Sid","=""50.28""","=""7/12/2018"""
1824,"Held, Ryan","=""50.28""","=""5/15/2016"""
1825,"Kibler, Drew","=""50.28""","=""8/9/2016"""
1826,"Kibler, Drew","=""50.28""","=""3/2/2017"""
1828,"Koster, Adam","=""50.28""","=""11/23/2019"""
1829,"Krueger, Danny","=""50.28""","=""6/13/2018"""
1831,"Lynch, Justin","=""50.28""","=""5/28/2017"""
1837,"Willenbring, Matt","=""50.28""","=""7/31/2019"""
1841,"Farris, Dean","=""50.29""","=""6/29/2016"""
1842,"Farris, Dean","=""50.29""","=""4/10/2021"""
1844,"Magahey, Jake","=""50.29""","=""5/16/2021"""
1847,"Ress, Justin","=""50.29""","=""1/12/2018"""
1849,"Urlando, Luca","=""50.29""","=""4/24/2021"""
1850,"Worrell, Kyle","=""50.29""","=""5/14/2021"""
1851,"Apple, Zach","=""50.30""","=""5/28/2017"""
1852,"Armstrong, Hunter","=""50.30""","=""5/13/2021"""
1854,"Connolly, Alec","=""50.30""","=""12/7/2019"""
1855,"Gonzalez, Mason","=""50.30""","=""6/4/2021"""
1859,"Novak, Jesse","=""50.30""","=""4/13/2018"""
1861,"Rooney, Maxime","=""50.30""","=""4/23/2016"""
1865,"Adrian, Nathan","=""50.31""","=""6/2/2017"""
1868,"Chadwick, Michael","=""50.31""","=""3/5/2020"""
1871,"Farris, Dean","=""50.31""","=""11/14/2020"""
1874,"Held, Ryan","=""50.31""","=""5/14/2017"""
1877,"Krueger, Danny","=""50.31""","=""6/13/2018"""
1882,"Shields, Tom","=""50.31""","=""3/5/2020"""
1883,"Walker, Jack","=""50.31""","=""8/7/2019"""
1884,"Boyle, Connor","=""50.32""","=""5/20/2021"""
1885,"Bureau, Lucas","=""50.32""","=""12/7/2019"""
1889,"Jackson, Tate","=""50.32""","=""6/29/2016"""
1891,"Koster, Adam","=""50.32""","=""7/25/2018"""
1892,"Krueger, Danny","=""50.32""","=""6/29/2016"""
1893,"Pieroni, Blake","=""50.32""","=""6/13/2019"""
1900,"Bresette, Liam","=""50.33""","=""7/31/2019"""
1902,"Chaney, Adam","=""50.33""","=""2/29/2020"""
1903,"Connery, Tim","=""50.33""","=""8/7/2019"""
1907,"Koster, Adam","=""50.33""","=""7/11/2019"""
1908,"Koster, Adam","=""50.33""","=""8/2/2017"""
1909,"Lichinsky, Gregg","=""50.33""","=""5/23/2021"""
1912,"Novak, Jesse","=""50.33""","=""12/7/2019"""
1913,"Pebley, Jacob","=""50.33""","=""1/13/2017"""
1914,"Stoffle, Aidan","=""50.33""","=""5/27/2021"""
1915,"Thibert, Mike","=""50.33""","=""11/23/2019"""
1916,"Tittle, Mason","=""50.33""","=""11/3/2019"""
1918,"Auchinachie, Cameron","=""50.34""","=""7/25/2018"""
1919,"Bureau, Lucas","=""50.34""","=""1/15/2021"""
1920,"Chaney, Adam","=""50.34""","=""7/31/2019"""
1921,"Farber, Sid","=""50.34""","=""6/27/2017"""
1924,"Haas, Townley","=""50.34""","=""5/15/2016"""
1927,"Krueger, Danny","=""50.34""","=""1/13/2017"""
1929,"Novak, Jesse","=""50.34""","=""12/1/2018"""
1930,"Pieroni, Blake","=""50.34""","=""5/15/2016"""
1933,"Robrock, Kyle","=""50.34""","=""4/7/2017"""
1936,"Bybee, Cody","=""50.35""","=""6/27/2017"""
1937,"Chadwick, Michael","=""50.35""","=""5/15/2016"""
1941,"Fleagle, Josh","=""50.35""","=""12/1/2018"""
1947,"Loy, Drew","=""50.35""","=""8/2/2017"""
1949,"Modrov, Drew","=""50.35""","=""4/3/2016"""
1950,"Murphy, Ryan","=""50.35""","=""6/9/2018"""
1951,"Newkirk, Jeff","=""50.35""","=""1/17/2021"""
1953,"Pebley, Jacob","=""50.35""","=""3/1/2018"""
1965,"Franzman, Jack","=""50.36""","=""7/31/2019"""
1966,"Gonzalez, Mason","=""50.36""","=""5/22/2021"""
1967,"King, Matt","=""50.36""","=""7/27/2019"""
1968,"Lasco, Destin","=""50.36""","=""8/24/2018"""
1970,"Loy, Drew","=""50.36""","=""4/10/2021"""
1971,"Lynch, Justin","=""50.36""","=""1/12/2019"""
1973,"Magahey, Jake","=""50.36""","=""8/24/2019"""
1980,"Dolan, Jack","=""50.37""","=""8/1/2017"""
1983,"Foster, Carson","=""50.37""","=""7/6/2018"""
1985,"Held, Ryan","=""50.37""","=""5/15/2016"""
1986,"Lasco, Destin","=""50.37""","=""4/24/2021"""
1988,"Lynch, Justin","=""50.37""","=""6/29/2016"""
1989,"Modrov, Drew","=""50.37""","=""5/18/2018"""
1991,"Pebley, Jacob","=""50.37""","=""11/7/2019"""
1992,"Ress, Justin","=""50.37""","=""7/19/2019"""
1997,"Bailey, Seth","=""50.38""","=""7/12/2019"""
1998,"Bailey, Seth","=""50.38""","=""6/4/2021"""
1999,"Costin, Phil","=""50.38""","=""5/21/2021"""
2000,"Decoursey, Kyle","=""50.38""","=""7/8/2018"""
2001,"Dressel, Caeleb","=""50.38""","=""10/16/2015"""
2006,"Howard, Robert","=""50.38""","=""5/14/2017"""
2010,"Larson, Peter","=""50.38""","=""4/25/2021"""
2011,"Nguyen, Justin","=""50.38""","=""12/8/2019"""
2012,"Novak, Jesse","=""50.38""","=""5/30/2021"""
2013,"O'Haimhirgin, Finn","=""50.38""","=""3/8/2020"""
2018,"Shields, Tom","=""50.38""","=""1/12/2019"""
2019,"Armstrong, Hunter","=""50.39""","=""8/7/2019"""
2023,"Decoursey, Kyle","=""50.39""","=""6/9/2018"""
2024,"Foster, Carson","=""50.39""","=""5/17/2019"""
2026,"Head, Jason","=""50.39""","=""8/3/2019"""
2027,"Kulow, Jonny","=""50.39""","=""6/6/2021"""
2029,"Lynch, Justin","=""50.39""","=""12/7/2019"""
