,full_name,swim_time_formatted,swim_date
2035,"Aikins, Jack","=""50.40""","=""5/16/2021"""
2036,"Benson, Andrew","=""50.40""","=""8/7/2019"""
2038,"Eastman, Michael","=""50.40""","=""5/13/2021"""
2040,"Farber, Sid","=""50.40""","=""7/25/2018"""
2042,"Jackson, Tate","=""50.40""","=""1/17/2021"""
2045,"Newkirk, Jeff","=""50.40""","=""11/14/2020"""
2046,"Pinfold, Brett","=""50.40""","=""5/13/2021"""
2047,"Shields, Tom","=""50.40""","=""3/5/2016"""
2048,"Stewart, Coleman","=""50.40""","=""1/14/2021"""
2049,"Alexy, Jack","=""50.41""","=""7/31/2019"""
2051,"Becker, Bowe","=""50.41""","=""3/27/2016"""
2053,"Chaney, Adam","=""50.41""","=""5/16/2021"""
2055,"Eiber, Griffin","=""50.41""","=""8/1/2019"""
2057,"Head, Jason","=""50.41""","=""7/19/2018"""
2058,"Jackson, Tate","=""50.41""","=""11/7/2019"""
2059,"Jackson, Tate","=""50.41""","=""6/21/2018"""
2061,"Lynch, Justin","=""50.41""","=""1/12/2019"""
2065,"Tapp, Hunter","=""50.41""","=""3/31/2019"""
2066,"Andrew, Michael","=""50.42""","=""3/2/2017"""
2072,"Ingram, Hunter","=""50.42""","=""3/8/2020"""
2079,"Newkirk, Jeff","=""50.42""","=""3/5/2020"""
2080,"Nguyen, Justin","=""50.42""","=""7/12/2019"""
2081,"Pieroni, Blake","=""50.42""","=""5/15/2016"""
2082,"Reed, Grant","=""50.42""","=""7/31/2019"""
2086,"Shields, Tom","=""50.42""","=""10/28/2015"""
2087,"Sztolcman, Christian","=""50.42""","=""7/31/2019"""
2088,"Tittle, Mason","=""50.42""","=""7/14/2017"""
2090,"Urlando, Luca","=""50.42""","=""8/3/2019"""
2091,"Wozencraft, Cooper","=""50.42""","=""7/31/2019"""
2092,"Aikins, Jack","=""50.43""","=""11/14/2020"""
2093,"Becker, Bowe","=""50.43""","=""3/5/2020"""
2098,"Dolan, Jack","=""50.43""","=""6/27/2017"""
2103,"Koster, Adam","=""50.43""","=""6/20/2019"""
2105,"Modrov, Drew","=""50.43""","=""2/16/2020"""
2107,"Novak, Jesse","=""50.43""","=""6/21/2019"""
2112,"Rooney, Maxime","=""50.43""","=""6/2/2017"""
2114,"Bureau, Lucas","=""50.44""","=""8/1/2019"""
2117,"Dolan, Jack","=""50.44""","=""4/4/2021"""
2118,"Downing, Dillon","=""50.44""","=""6/23/2019"""
2119,"Dressel, Caeleb","=""50.44""","=""5/14/2017"""
2120,"Fleagle, Josh","=""50.44""","=""6/9/2018"""
2122,"Hils, Zach","=""50.44""","=""5/16/2021"""
2125,"Lynch, Justin","=""50.44""","=""5/27/2018"""
2127,"Molacek, Jacob","=""50.44""","=""6/16/2019"""
2128,"Murphy, Ryan","=""50.44""","=""1/15/2016"""
2133,"Smith, Clark","=""50.44""","=""5/25/2019"""
2134,"Walker, Jack","=""50.44""","=""3/31/2019"""
2136,"Bybee, Cody","=""50.45""","=""8/1/2017"""
2137,"Bybee, Cody","=""50.45""","=""12/7/2019"""
2138,"Conger, Jack","=""50.45""","=""1/19/2020"""
2139,"Craig, Cameron","=""50.45""","=""6/9/2019"""
2141,"Grevers, Matt","=""50.45""","=""6/3/2016"""
2142,"Haas, Townley","=""50.45""","=""3/4/2021"""
2143,"Jensen, Matthew","=""50.45""","=""8/7/2019"""
2144,"Jensen, Michael","=""50.45""","=""12/13/2015"""
2147,"Pebley, Jacob","=""50.45""","=""4/13/2017"""
2148,"Pebley, Jacob","=""50.45""","=""3/1/2018"""
2151,"Sannem, Jake","=""50.45""","=""4/28/2019"""
2152,"Seliskar, Andrew","=""50.45""","=""1/17/2021"""
2153,"Wright, River","=""50.45""","=""8/1/2018"""
2155,"Bureau, Lucas","=""50.46""","=""7/31/2019"""
2156,"Bureau, Lucas","=""50.46""","=""5/11/2019"""
2160,"Foster, Carson","=""50.46""","=""7/6/2018"""
2161,"Head, Jason","=""50.46""","=""7/19/2018"""
2165,"Kibler, Drew","=""50.46""","=""1/17/2021"""
2167,"Lasco, Destin","=""50.46""","=""8/9/2017"""
2169,"Lile, Nathan","=""50.46""","=""4/13/2019"""
2172,"Murphy, Ryan","=""50.46""","=""1/15/2016"""
2173,"Pinfold, Brett","=""50.46""","=""2/28/2020"""
2176,"Richardson, Steven","=""50.46""","=""6/4/2021"""
2180,"Theall, Mark","=""50.46""","=""7/26/2018"""
2182,"Andrew, Michael","=""50.47""","=""8/9/2016"""
2183,"Armstrong, Hunter","=""50.47""","=""7/31/2019"""
2186,"Becker, Bowe","=""50.47""","=""8/2/2016"""
2187,"Benson, Andrew","=""50.47""","=""7/15/2018"""
2189,"Decoursey, Kyle","=""50.47""","=""6/16/2017"""
2190,"Delakis, Paul","=""50.47""","=""7/31/2019"""
2191,"Dolan, Jack","=""50.47""","=""6/27/2017"""
2192,"Gaissert, Henry","=""50.47""","=""8/3/2019"""
2194,"Jackson, Tate","=""50.47""","=""7/20/2018"""
2199,"Lynch, Justin","=""50.47""","=""7/31/2019"""
2200,"Marcoux, Philippe","=""50.47""","=""11/23/2019"""
2201,"Miller, Luke","=""50.47""","=""5/14/2021"""
2204,"Rooney, Maxime","=""50.47""","=""11/8/2019"""
2207,"Shields, Tom","=""50.47""","=""11/6/2015"""
2208,"Smith, Giles","=""50.47""","=""4/13/2019"""
2209,"Sorenson, Payton","=""50.47""","=""6/29/2016"""
2212,"Briggs, Nolan","=""50.48""","=""7/12/2019"""
2215,"Conger, Jack","=""50.48""","=""4/22/2018"""
2223,"Koster, Adam","=""50.48""","=""6/20/2019"""
2225,"Malone, Reed","=""50.48""","=""7/31/2019"""
2226,"Molacek, Jacob","=""50.48""","=""8/2/2016"""
2228,"Shields, Tom","=""50.48""","=""11/2/2015"""
2230,"Willenbring, Matt","=""50.48""","=""8/1/2018"""
2231,"Apple, Zach","=""50.49""","=""5/14/2017"""
2234,"Bybee, Cody","=""50.49""","=""5/13/2021"""
2235,"Dressel, Caeleb","=""50.49""","=""3/7/2019"""
2236,"Eastman, Michael","=""50.49""","=""11/24/2019"""
2239,"Held, Ryan","=""50.49""","=""5/20/2017"""
2240,"Jensen, Michael","=""50.49""","=""5/15/2016"""
2241,"Josa, Matthew","=""50.49""","=""1/12/2019"""
2242,"Krueger, Danny","=""50.49""","=""6/10/2018"""
2243,"Loy, Drew","=""50.49""","=""8/2/2017"""
2244,"Molacek, Jacob","=""50.49""","=""6/16/2019"""
2245,"Molacek, Jacob","=""50.49""","=""5/21/2017"""
2246,"Paulson, Colton","=""50.49""","=""7/31/2019"""
2247,"Reihman, Mahlon","=""50.49""","=""7/13/2019"""
2249,"Sorenson, Payton","=""50.49""","=""7/31/2019"""
2250,"Vera, Blaise","=""50.49""","=""7/22/2018"""
2251,"Aikins, Jack","=""50.50""","=""5/16/2021"""
2253,"Cummings, Tanner","=""50.50""","=""5/13/2021"""
2254,"Dressel, Caeleb","=""50.50""","=""2/17/2020"""
2256,"Haas, Townley","=""50.50""","=""6/9/2018"""
2257,"Held, Ryan","=""50.50""","=""4/16/2016"""
2260,"Larson, Peter","=""50.50""","=""5/20/2021"""
2263,"Molacek, Jacob","=""50.50""","=""7/7/2018"""
2270,"Urlando, Luca","=""50.50""","=""7/13/2019"""
2273,"Chadwick, Michael","=""50.51""","=""8/3/2017"""
2274,"Foster, Carson","=""50.51""","=""7/25/2018"""
2278,"Newkirk, Jeff","=""50.51""","=""4/25/2021"""
2282,"Shebat, John","=""50.51""","=""6/21/2018"""
2285,"Theall, Mark","=""50.51""","=""11/23/2019"""
2287,"Branzell, Reese","=""50.52""","=""3/7/2021"""
2289,"Craig, Cameron","=""50.52""","=""6/12/2016"""
2290,"Eiber, Griffin","=""50.52""","=""7/20/2018"""
2291,"Franzman, Jack","=""50.52""","=""12/5/2020"""
2292,"Gaissert, Henry","=""50.52""","=""12/1/2018"""
2296,"Hill, Julian","=""50.52""","=""4/4/2021"""
2297,"Hoffer, Ryan","=""50.52""","=""7/25/2018"""
2298,"Howard, Robert","=""50.52""","=""5/15/2016"""
2300,"Krueger, Danny","=""50.52""","=""6/2/2017"""
2302,"Lynch, Justin","=""50.52""","=""6/2/2017"""
2303,"Maurer, Luke","=""50.52""","=""5/20/2021"""
2304,"O'Haimhirgin, Finn","=""50.52""","=""8/7/2019"""
2305,"O'Haimhirgin, Liam","=""50.52""","=""2/26/2016"""
2308,"Thibert, Mike","=""50.52""","=""7/12/2018"""
2311,"Armstrong, Hunter","=""50.53""","=""12/7/2019"""
2314,"Connolly, Alec","=""50.53""","=""12/7/2019"""
2317,"Delakis, Paul","=""50.53""","=""3/7/2021"""
2318,"Dolan, Jack","=""50.53""","=""7/25/2018"""
2320,"Farris, Dean","=""50.53""","=""1/17/2021"""
2321,"Fleagle, Josh","=""50.53""","=""1/19/2020"""
2326,"Josa, Matthew","=""50.53""","=""7/15/2018"""
2330,"Novak, Jesse","=""50.53""","=""7/13/2018"""
2331,"Pinfold, Brett","=""50.53""","=""12/7/2019"""
2334,"Stewart, Coleman","=""50.53""","=""4/9/2021"""
2340,"Bowman, Luke","=""50.54""","=""7/11/2019"""
2342,"Dolan, Jack","=""50.54""","=""7/25/2018"""
2343,"Dressel, Caeleb","=""50.54""","=""5/15/2016"""
2344,"Eiber, Griffin","=""50.54""","=""7/20/2018"""
2345,"Fleagle, Josh","=""50.54""","=""1/19/2020"""
2349,"House, Grant","=""50.54""","=""12/7/2019"""
2350,"Jensen, Michael","=""50.54""","=""5/26/2019"""
2353,"Kibler, Drew","=""50.54""","=""11/14/2020"""
2355,"Magahey, Jake","=""50.54""","=""5/19/2019"""
2359,"Robrock, Kyle","=""50.54""","=""4/7/2017"""
2362,"Armstrong, Jack","=""50.55""","=""7/31/2019"""
2363,"Casas, Shaine","=""50.55""","=""8/9/2017"""
2365,"Connolly, Alec","=""50.55""","=""7/31/2019"""
2367,"Decoursey, Kyle","=""50.55""","=""6/27/2017"""
2370,"House, Grant","=""50.55""","=""1/19/2020"""
2371,"Lasco, Destin","=""50.55""","=""7/11/2019"""
2372,"Pinfold, Brett","=""50.55""","=""12/7/2019"""
2377,"Vera, Blaise","=""50.55""","=""7/22/2018"""
2379,"Willenbring, Matt","=""50.55""","=""6/21/2018"""
2382,"Bustos, Arsenio","=""50.56""","=""11/14/2020"""
2384,"Connery, Tim","=""50.56""","=""5/22/2021"""
2386,"Grothe, Zane","=""50.56""","=""6/13/2019"""
2387,"Haas, Townley","=""50.56""","=""1/17/2021"""
2390,"Lasco, Destin","=""50.56""","=""1/20/2019"""
2392,"Molacek, Jacob","=""50.56""","=""11/7/2019"""
2393,"Newkirk, Jeff","=""50.56""","=""5/20/2021"""
2395,"Pinfold, Brett","=""50.56""","=""7/21/2016"""
2396,"Pinfold, Brett","=""50.56""","=""6/5/2016"""
2397,"Ress, Justin","=""50.56""","=""5/15/2016"""
2400,"Adrian, Nathan","=""50.57""","=""6/9/2018"""
2401,"Auchinachie, Cameron","=""50.57""","=""12/2/2018"""
2403,"Branzell, Reese","=""50.57""","=""3/7/2021"""
2406,"Decoursey, Kyle","=""50.57""","=""11/7/2019"""
2414,"Jackson, Tate","=""50.57""","=""5/25/2019"""
2416,"King, Matt","=""50.57""","=""7/28/2018"""
2418,"Lasco, Destin","=""50.57""","=""4/13/2019"""
2420,"Newkirk, Jeff","=""50.57""","=""12/7/2019"""
2421,"Newkirk, Jeff","=""50.57""","=""5/20/2021"""
2422,"Nguyen, Justin","=""50.57""","=""7/12/2019"""
2423,"Pinfold, Brett","=""50.57""","=""8/2/2016"""
2428,"Thibert, Mike","=""50.57""","=""6/21/2018"""
2429,"Vera, Blaise","=""50.57""","=""7/14/2019"""
2430,"Willenbring, Matt","=""50.57""","=""8/1/2018"""
2431,"Bailey, Seth","=""50.58""","=""6/4/2021"""
2432,"Boyle, Connor","=""50.58""","=""6/4/2021"""
2436,"Foster, Carson","=""50.58""","=""5/17/2019"""
2438,"Ingram, Hunter","=""50.58""","=""5/16/2021"""
2440,"Jensen, Matthew","=""50.58""","=""6/4/2021"""
2442,"King, Matt","=""50.58""","=""7/31/2019"""
2443,"King, Matt","=""50.58""","=""8/1/2018"""
2444,"Kovac, Danny","=""50.58""","=""8/24/2018"""
2445,"Miller, Luke","=""50.58""","=""5/14/2021"""
2456,"Armstrong, Hunter","=""50.59""","=""12/7/2019"""
2459,"Bureau, Lucas","=""50.59""","=""3/27/2016"""
2460,"Bybee, Cody","=""50.59""","=""7/6/2018"""
2461,"Chaney, Adam","=""50.59""","=""7/25/2018"""
2463,"Farris, Dean","=""50.59""","=""3/18/2016"""
2465,"Howard, Robert","=""50.59""","=""3/27/2016"""
2466,"Kibler, Drew","=""50.59""","=""1/17/2019"""
2467,"Krueger, Danny","=""50.59""","=""12/5/2015"""
2470,"Pinfold, Brett","=""50.59""","=""1/17/2021"""
2473,"Shields, Tom","=""50.59""","=""4/13/2017"""
2474,"Shields, Tom","=""50.59""","=""1/12/2019"""
2475,"Thibert, Mike","=""50.59""","=""8/3/2019"""
2476,"Urlando, Luca","=""50.59""","=""5/26/2019"""
2480,"Boyle, Connor","=""50.60""","=""3/18/2021"""
2481,"Brownstead, Matt","=""50.60""","=""5/13/2021"""
2482,"Carlson, Evan","=""50.60""","=""12/7/2019"""
2484,"Grothe, Zane","=""50.60""","=""6/13/2019"""
2485,"Haas, Townley","=""50.60""","=""5/20/2017"""
2487,"Jackson, Tate","=""50.60""","=""1/17/2021"""
2489,"Kulow, Jonny","=""50.60""","=""5/2/2021"""
2503,"Farris, Dean","=""50.61""","=""1/17/2021"""
2506,"Jensen, Michael","=""50.61""","=""4/16/2016"""
2509,"Kibler, Drew","=""50.61""","=""5/25/2019"""
2512,"Lile, Nathan","=""50.61""","=""12/7/2019"""
2513,"Magahey, Jake","=""50.61""","=""1/19/2020"""
2515,"Pieroni, Blake","=""50.61""","=""6/5/2016"""
2518,"Robrock, Kyle","=""50.61""","=""7/25/2018"""
2520,"Shebat, John","=""50.61""","=""5/20/2021"""
2521,"Auchinachie, Cameron","=""50.62""","=""5/20/2021"""
2524,"Bowman, Luke","=""50.62""","=""7/20/2018"""
2528,"Gaissert, Henry","=""50.62""","=""8/2/2019"""
2537,"Shebat, John","=""50.62""","=""3/5/2020"""
2542,"Andrew, Michael","=""50.63""","=""1/13/2017"""
2544,"Bybee, Cody","=""50.63""","=""7/31/2019"""
2546,"Eiber, Griffin","=""50.63""","=""7/25/2018"""
2548,"Farber, Sid","=""50.63""","=""8/9/2017"""
2553,"Howard, Robert","=""50.63""","=""6/24/2018"""
2554,"Howard, Robert","=""50.63""","=""5/15/2016"""
2558,"Loy, Drew","=""50.63""","=""7/6/2018"""
2559,"Lynch, Justin","=""50.63""","=""6/2/2017"""
2562,"Maurer, Luke","=""50.63""","=""5/29/2021"""
2567,"Pebley, Jacob","=""50.63""","=""12/7/2019"""
2568,"Reid, Noah","=""50.63""","=""7/25/2018"""
2570,"Saunders, Max","=""50.63""","=""8/6/2019"""
2571,"Shebat, John","=""50.63""","=""7/12/2018"""
2572,"Urlando, Luca","=""50.63""","=""5/16/2021"""
2573,"Auchinachie, Cameron","=""50.64""","=""5/20/2021"""
2574,"Bustos, Arsenio","=""50.64""","=""1/17/2021"""
2577,"Conger, Jack","=""50.64""","=""11/14/2020"""
2579,"Craig, Cameron","=""50.64""","=""6/29/2016"""
2581,"Eastman, Michael","=""50.64""","=""6/4/2021"""
2582,"House, Grant","=""50.64""","=""7/6/2018"""
2583,"Krueger, Danny","=""50.64""","=""1/17/2021"""
2587,"Molacek, Jacob","=""50.64""","=""11/7/2019"""
2588,"Murphy, Ryan","=""50.64""","=""5/5/2017"""
2593,"Thibert, Mike","=""50.64""","=""7/31/2019"""
2594,"Urlando, Luca","=""50.64""","=""6/15/2019"""
2597,"Andrew, Michael","=""50.65""","=""5/20/2018"""
2599,"Chaney, Adam","=""50.65""","=""2/29/2020"""
2604,"Decoursey, Kyle","=""50.65""","=""6/9/2018"""
2608,"Howard, Robert","=""50.65""","=""6/29/2016"""
2611,"Kibler, Drew","=""50.65""","=""7/21/2017"""
2614,"Molacek, Jacob","=""50.65""","=""6/15/2018"""
2615,"Murphy, Ryan","=""50.65""","=""6/9/2018"""
2623,"Urlando, Luca","=""50.65""","=""5/16/2021"""
2624,"Walker, Jack","=""50.65""","=""7/25/2018"""
2625,"Becker, Bowe","=""50.66""","=""7/19/2017"""
2631,"Held, Ryan","=""50.66""","=""1/15/2016"""
2632,"Hils, Zach","=""50.66""","=""5/16/2021"""
2644,"Smith, Giles","=""50.66""","=""4/13/2019"""
2645,"Walker, Jack","=""50.66""","=""8/1/2018"""
2647,"Alexy, Jack","=""50.67""","=""6/15/2019"""
2648,"Bowman, Luke","=""50.67""","=""7/11/2019"""
2649,"Carlson, Evan","=""50.67""","=""7/6/2018"""
2653,"Decoursey, Kyle","=""50.67""","=""6/2/2017"""
2655,"Farber, Sid","=""50.67""","=""6/27/2017"""
2658,"Gonzalez, Mason","=""50.67""","=""5/20/2021"""
2660,"Krueger, Danny","=""50.67""","=""6/5/2016"""
2666,"Tapp, Hunter","=""50.67""","=""7/25/2018"""
2667,"Tittle, Mason","=""50.67""","=""5/29/2016"""
2669,"Walker, Jack","=""50.67""","=""8/7/2019"""
2672,"Boyle, Connor","=""50.68""","=""5/20/2021"""
2673,"Craig, Cameron","=""50.68""","=""11/14/2020"""
2677,"Dressel, Caeleb","=""50.68""","=""6/3/2018"""
2685,"Koster, Adam","=""50.68""","=""10/18/2019"""
2691,"Tapp, Hunter","=""50.68""","=""8/1/2018"""
2692,"Tittle, Mason","=""50.68""","=""7/31/2019"""
2695,"Bowman, Luke","=""50.69""","=""7/12/2018"""
2698,"Gaissert, Henry","=""50.69""","=""7/31/2019"""
2699,"Gaissert, Henry","=""50.69""","=""12/1/2018"""
2702,"Haas, Townley","=""50.69""","=""4/25/2021"""
2704,"Hoffer, Ryan","=""50.69""","=""6/29/2016"""
2705,"Hoffer, Ryan","=""50.69""","=""5/24/2019"""
2706,"Jackson, Tate","=""50.69""","=""6/9/2018"""
2709,"Kovac, Danny","=""50.69""","=""7/25/2018"""
2713,"Novak, Jesse","=""50.69""","=""4/13/2018"""
2715,"Pebley, Jacob","=""50.69""","=""1/13/2017"""
2717,"Armstrong, Hunter","=""50.70""","=""12/7/2019"""
2719,"Bowman, Luke","=""50.70""","=""7/14/2018"""
2721,"Bresette, Liam","=""50.70""","=""12/10/2020"""
2722,"Bureau, Lucas","=""50.70""","=""3/2/2021"""
2723,"Delakis, Paul","=""50.70""","=""7/6/2018"""
2724,"Dolan, Jack","=""50.70""","=""12/7/2019"""
2725,"Fleagle, Josh","=""50.70""","=""12/1/2018"""
2726,"Foster, Carson","=""50.70""","=""4/25/2021"""
2729,"Kibler, Drew","=""50.70""","=""5/22/2016"""
2730,"Kibler, Drew","=""50.70""","=""6/29/2016"""
2731,"Krueger, Danny","=""50.70""","=""11/14/2015"""
2733,"Lasco, Destin","=""50.70""","=""12/7/2019"""
2734,"Lasco, Destin","=""50.70""","=""4/13/2019"""
2738,"Newkirk, Jeff","=""50.70""","=""3/4/2021"""
2741,"Baker, Ryan","=""50.71""","=""6/10/2017"""
2743,"Conger, Jack","=""50.71""","=""6/2/2017"""
2744,"Connolly, Alec","=""50.71""","=""7/8/2018"""
2746,"Downing, Dillon","=""50.71""","=""6/23/2019"""
2747,"Dressel, Caeleb","=""50.71""","=""6/3/2016"""
2748,"Hils, Zach","=""50.71""","=""4/24/2021"""
2753,"Newkirk, Jeff","=""50.71""","=""6/21/2018"""
2754,"Novak, Jesse","=""50.71""","=""12/1/2018"""
2759,"Theall, Mark","=""50.71""","=""7/11/2019"""
2760,"Bowman, Luke","=""50.72""","=""7/25/2019"""
2762,"Connery, Tim","=""50.72""","=""8/7/2019"""
2764,"Costin, Phil","=""50.72""","=""6/4/2021"""
2767,"Hoover, Sam","=""50.72""","=""8/7/2019"""
2768,"Krueger, Danny","=""50.72""","=""1/17/2019"""
2769,"Modrov, Drew","=""50.72""","=""6/29/2016"""
2773,"Schilling, Sam","=""50.72""","=""6/22/2018"""
2776,"Stewart, Coleman","=""50.72""","=""7/7/2018"""
2782,"Andrew, Michael","=""50.73""","=""1/13/2017"""
2790,"Haas, Townley","=""50.73""","=""7/12/2018"""
2793,"Koster, Adam","=""50.73""","=""8/2/2017"""
2794,"Larson, Peter","=""50.73""","=""7/25/2018"""
2795,"Pinfold, Brett","=""50.73""","=""1/17/2021"""
2798,"Vera, Blaise","=""50.73""","=""6/27/2017"""
2800,"Becker, Bowe","=""50.74""","=""7/19/2017"""
2801,"Bustos, Arsenio","=""50.74""","=""8/7/2019"""
2804,"Jensen, Matthew","=""50.74""","=""8/7/2019"""
2805,"Jensen, Matthew","=""50.74""","=""6/4/2021"""
2806,"Jensen, Michael","=""50.74""","=""4/29/2017"""
2809,"Larson, Peter","=""50.74""","=""7/31/2019"""
2810,"Lasco, Destin","=""50.74""","=""6/27/2017"""
2813,"Newkirk, Jeff","=""50.74""","=""6/20/2019"""
2814,"Pinfold, Brett","=""50.74""","=""11/23/2019"""
2820,"Wilburn, Cason","=""50.74""","=""8/6/2019"""
2821,"Willenbring, Matt","=""50.74""","=""6/20/2019"""
2823,"Becker, Bowe","=""50.75""","=""5/26/2019"""
2824,"Becker, Bowe","=""50.75""","=""3/4/2021"""
2829,"Boyle, Connor","=""50.75""","=""7/18/2019"""
2832,"Conger, Jack","=""50.75""","=""6/2/2017"""
2834,"Curry, Brooks","=""50.75""","=""8/7/2019"""
2836,"Fleagle, Josh","=""50.75""","=""3/5/2016"""
2839,"Gonzalez, Mason","=""50.75""","=""7/31/2018"""
2844,"Head, Jason","=""50.75""","=""7/16/2017"""
2849,"Kibler, Drew","=""50.75""","=""6/23/2018"""
2852,"Loy, Drew","=""50.75""","=""3/27/2021"""
2857,"Pinfold, Brett","=""50.75""","=""11/14/2020"""
2858,"Richardson, Steven","=""50.75""","=""6/4/2021"""
2862,"Tapp, Hunter","=""50.75""","=""7/25/2018"""
2863,"Theall, Mark","=""50.75""","=""6/20/2019"""
2866,"Baker, Ryan","=""50.76""","=""4/13/2019"""
2867,"Boyle, Connor","=""50.76""","=""8/6/2019"""
2872,"Foster, Carson","=""50.76""","=""6/27/2017"""
2873,"Gonzalez, Mason","=""50.76""","=""7/25/2018"""
2874,"Hensley, Noah","=""50.76""","=""7/7/2018"""
2878,"Larson, Peter","=""50.76""","=""5/20/2021"""
2882,"Pebley, Jacob","=""50.76""","=""5/26/2019"""
2884,"Robrock, Kyle","=""50.76""","=""5/28/2017"""
2891,"Alexy, Jack","=""50.77""","=""6/15/2019"""
2893,"Boyle, Connor","=""50.77""","=""5/13/2021"""
2897,"Chaney, Adam","=""50.77""","=""5/16/2021"""
2899,"Connolly, Alec","=""50.77""","=""1/19/2020"""
2901,"Farber, Sid","=""50.77""","=""6/22/2018"""
2907,"King, Matt","=""50.77""","=""5/16/2021"""
2909,"Marcoux, Philippe","=""50.77""","=""4/4/2019"""
2914,"Alexy, Jack","=""50.78""","=""5/2/2021"""
2918,"Farris, Dean","=""50.78""","=""3/4/2021"""
2920,"Jackson, Tate","=""50.78""","=""10/3/2020"""
2921,"Kulow, Jonny","=""50.78""","=""5/2/2021"""
2927,"Seliskar, Andrew","=""50.78""","=""1/17/2021"""
2928,"Shebat, John","=""50.78""","=""5/21/2021"""
2931,"Albiero, Nicolas","=""50.79""","=""4/27/2019"""
2933,"Armstrong, Jack","=""50.79""","=""6/4/2021"""
2935,"Bresette, Liam","=""50.79""","=""6/21/2019"""
2936,"Bustos, Arsenio","=""50.79""","=""7/21/2019"""
2942,"Haas, Townley","=""50.79""","=""10/21/2016"""
2944,"Ingram, Hunter","=""50.79""","=""6/4/2021"""
2949,"Lile, Nathan","=""50.79""","=""11/14/2020"""
2956,"Willenbring, Matt","=""50.79""","=""7/12/2018"""
2960,"Bustos, Arsenio","=""50.80""","=""1/17/2021"""
2961,"Chadwick, Michael","=""50.80""","=""6/22/2018"""
2972,"Modrov, Drew","=""50.80""","=""4/23/2016"""
2973,"Reihman, Mahlon","=""50.80""","=""6/4/2021"""
2974,"Saunders, Max","=""50.80""","=""6/4/2021"""
2976,"Sorenson, Payton","=""50.80""","=""12/1/2018"""
2986,"Franzman, Jack","=""50.81""","=""8/1/2017"""
2988,"Haas, Townley","=""50.81""","=""6/3/2016"""
2995,"Ress, Justin","=""50.81""","=""5/15/2016"""
2996,"Shebat, John","=""50.81""","=""5/20/2021"""
2997,"Smith, Giles","=""50.81""","=""12/7/2019"""
2998,"Smith, Kieran","=""50.81""","=""5/19/2019"""
3002,"Baker, Ryan","=""50.82""","=""6/10/2017"""
3006,"Bybee, Cody","=""50.82""","=""7/25/2018"""
3007,"Costin, Phil","=""50.82""","=""5/22/2021"""
3008,"Costin, Phil","=""50.82""","=""6/4/2021"""
3009,"Downing, Dillon","=""50.82""","=""5/16/2021"""
3013,"Hoffer, Ryan","=""50.82""","=""2/8/2020"""
3014,"Ingram, Hunter","=""50.82""","=""12/8/2019"""
3023,"Baker, Ryan","=""50.83""","=""6/27/2017"""
3024,"Benson, Andrew","=""50.83""","=""4/24/2021"""
3028,"Bureau, Lucas","=""50.83""","=""12/1/2018"""
3029,"Chadwick, Michael","=""50.83""","=""11/7/2019"""
3030,"Chaney, Adam","=""50.83""","=""5/2/2021"""
3031,"Connolly, Alec","=""50.83""","=""1/19/2020"""
3032,"Delakis, Paul","=""50.83""","=""7/6/2018"""
3036,"Josa, Matthew","=""50.83""","=""1/12/2019"""
3037,"Koster, Adam","=""50.83""","=""6/17/2017"""
3040,"Lynch, Justin","=""50.83""","=""6/9/2018"""
3044,"Rooney, Maxime","=""50.83""","=""7/16/2016"""
3047,"Tosh, Caleb","=""50.83""","=""6/28/2017"""
3053,"Casas, Shaine","=""50.84""","=""8/9/2017"""
3062,"Hoover, Sam","=""50.84""","=""5/2/2021"""
3063,"Kibler, Drew","=""50.84""","=""5/17/2018"""
3065,"Magahey, Jake","=""50.84""","=""6/23/2019"""
3069,"Modrov, Drew","=""50.84""","=""4/3/2016"""
3073,"Reid, Noah","=""50.84""","=""7/12/2019"""
3075,"Stoffle, Aidan","=""50.84""","=""5/27/2021"""
3077,"Surhoff, Austin","=""50.84""","=""6/3/2016"""
3079,"Theall, Mark","=""50.84""","=""4/6/2019"""
3084,"Adrian, Nathan","=""50.85""","=""4/28/2017"""
3087,"Carlson, Evan","=""50.85""","=""7/31/2019"""
3089,"Gonzalez, Mason","=""50.85""","=""6/4/2021"""
3092,"Haas, Townley","=""50.85""","=""6/8/2017"""
3093,"Held, Ryan","=""50.85""","=""7/23/2017"""
3095,"Jackson, Tate","=""50.85""","=""11/7/2019"""
3097,"Modrov, Drew","=""50.85""","=""2/21/2016"""
3105,"Bureau, Lucas","=""50.86""","=""2/28/2016"""
3110,"Kibler, Drew","=""50.86""","=""6/5/2016"""
3112,"Lasco, Destin","=""50.86""","=""6/9/2018"""
3113,"Lile, Nathan","=""50.86""","=""5/13/2021"""
3119,"O'Haimhirgin, Finn","=""50.86""","=""8/7/2019"""
3122,"Richardson, Steven","=""50.86""","=""12/7/2019"""
3125,"Shebat, John","=""50.86""","=""3/5/2020"""
3126,"Shields, Tom","=""50.86""","=""4/24/2021"""
3127,"Smith, Giles","=""50.86""","=""7/31/2019"""
3128,"Surhoff, Austin","=""50.86""","=""5/13/2021"""
3132,"Wilburn, Cason","=""50.86""","=""4/13/2019"""
3134,"Andrew, Michael","=""50.87""","=""7/6/2018"""
3137,"Franzman, Jack","=""50.87""","=""5/17/2019"""
3138,"Grothe, Zane","=""50.87""","=""6/2/2017"""
3143,"Krueger, Danny","=""50.87""","=""1/17/2019"""
