,full_name,swim_time_formatted,meet_name,swim_date
3809,"Becker, Bowe","=""51.20""","=""Auburn LC Invite""","=""2/23/2020"""
3812,"Decoursey, Kyle","=""51.20""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
3813,"Gaissert, Henry","=""51.20""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
3815,"Grevers, Matt","=""51.20""","=""2016 Pro Series - Orlando""","=""3/5/2016"""
3818,"Loy, Drew","=""51.20""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
3822,"Modrov, Drew","=""51.20""","=""2017 Pro Swim - Atlanta""","=""5/5/2017"""
3823,"Novak, Jesse","=""51.20""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
3824,"Pebley, Jacob","=""51.20""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
3831,"Becker, Bowe","=""51.21""","=""2019 SE Richard Quick Invitati""","=""6/23/2019"""
3835,"Franzman, Jack","=""51.21""","=""LC   -  IU - TEXAS - LOUISVILL""","=""11/8/2019"""
3839,"Koster, Adam","=""51.21""","=""2017 GU AGS Texas Senior Circuit ""","=""6/8/2017"""
3848,"Nguyen, Justin","=""51.21""","=""2019 CA MVN SMOC""","=""6/21/2019"""
3853,"Saunders, Max","=""51.21""","=""2019 Summer Nationals""","=""7/31/2019"""
3855,"Smith, Giles","=""51.21""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
3858,"Tapp, Hunter","=""51.21""","=""2019 U.S. Open""","=""12/7/2019"""
3859,"Tittle, Mason","=""51.21""","=""2018 CA  Los Angeles Invite""","=""7/13/2018"""
3861,"Vera, Blaise","=""51.21""","=""2019 AM TPEAQ TIME TRIALS""","=""7/6/2019"""
3870,"Eiber, Griffin","=""51.22""","=""2019 IN Indiana Senior State - LC""","=""7/19/2019"""
3876,"Kibler, Drew","=""51.22""","=""2016 Summer Junior Nats""","=""8/9/2016"""
3880,"Nguyen, Justin","=""51.22""","=""2017 CA  Los Angeles Invite ""","=""7/14/2017"""
3881,"Nguyen, Justin","=""51.22""","=""2019 CA MVN SMOC""","=""6/21/2019"""
3885,"Schilling, Sam","=""51.22""","=""2016 Summer Junior Nats""","=""8/9/2016"""
3887,"Sorenson, Payton","=""51.22""","=""2018 Winter Nationals""","=""12/1/2018"""
3891,"Willenbring, Matt","=""51.22""","=""2018 Sectionals - Austin""","=""7/12/2018"""
3892,"Wright, Colin","=""51.22""","=""2018 Phillips 66 TT""","=""7/28/2018"""
3893,"Wright, Colin","=""51.22""","=""2019 VA LC SR Championships""","=""7/21/2019"""
3897,"Branzell, Reese","=""51.23""","=""2019 U.S. Open""","=""12/7/2019"""
3907,"Hobson, Luke","=""51.23""","=""2021 TYR 18&U Spring Cup Des Moines""","=""5/2/2021"""
3910,"Larson, Peter","=""51.23""","=""2018 Jr Pan Pacific Champs""","=""8/24/2018"""
3912,"Manoff, Blake","=""51.23""","=""2021 VA HOKI May Day Invitatio""","=""5/2/2021"""
3913,"Manoff, Blake","=""51.23""","=""2020 Toyota Greensboro""","=""11/14/2020"""
3915,"Modrov, Drew","=""51.23""","=""2017 Pro Swim - Atlanta""","=""5/5/2017"""
3919,"Reid, Noah","=""51.23""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
3920,"Ress, Justin","=""51.23""","=""2016 Pro Series - Austin""","=""1/15/2016"""
3924,"Surhoff, Austin","=""51.23""","=""PRINCETON SWIMMING BIG AL LCM""","=""12/9/2019"""
3925,"Surhoff, Austin","=""51.23""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
3927,"Walker, Jack","=""51.23""","=""2019 Sectionals - Indianapolis""","=""3/31/2019"""
3935,"Decoursey, Kyle","=""51.24""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
3936,"Eiber, Griffin","=""51.24""","=""2017 U.S. Open""","=""8/2/2017"""
3941,"Gaissert, Henry","=""51.24""","=""2017 NE SSA LC Senior Champs""","=""7/16/2017"""
3942,"Gaissert, Henry","=""51.24""","=""2019 Ohio State Fall Open Invi""","=""11/23/2019"""
3946,"Jensen, Matthew","=""51.24""","=""2018 NCSA Summer Swimming Champ""","=""7/31/2018"""
3948,"King, Matt","=""51.24""","=""2018 Summer Junior Nats""","=""8/1/2018"""
3950,"Larson, Peter","=""51.24""","=""2018 WI LAKE Western Great Lak""","=""7/6/2018"""
3953,"Newkirk, Jeff","=""51.24""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
3954,"Newkirk, Jeff","=""51.24""","=""2017 ST TXLA Speedo Southern Sectionals""","=""7/6/2017"""
3957,"Sorenson, Payton","=""51.24""","=""2020 Toyota Irvine""","=""11/14/2020"""
3963,"Wright, Colin","=""51.24""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
3967,"Briggs, Nolan","=""51.25""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
3969,"Chaney, Adam","=""51.25""","=""2019 Trofeu Internacional Ciutat ""","=""6/15/2019"""
3971,"Connolly, Alec","=""51.25""","=""2017 SE TNAQ June Invite""","=""6/16/2017"""
3972,"Dolan, Jack","=""51.25""","=""2016 Sectionals - Jenks""","=""3/3/2016"""
3976,"Loy, Drew","=""51.25""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
3978,"Robrock, Kyle","=""51.25""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
3980,"Vera, Blaise","=""51.25""","=""2017 Summer Junior Nats""","=""8/9/2017"""
3983,"Andrew, Michael","=""51.26""","=""2016 Olympic Trials ""","=""6/29/2016"""
3984,"Andrew, Michael","=""51.26""","=""2018 Pro Series - Atlanta ""","=""3/1/2018"""
3988,"Dolan, Jack","=""51.26""","=""2019 Sectionals - Jenks""","=""7/17/2019"""
3995,"Kibler, Drew","=""51.26""","=""2017 IN Senior State - LC""","=""7/21/2017"""
3997,"Lasco, Destin","=""51.26""","=""2018 MA WSY Middle Atlantic LC Senior Champ""","=""7/12/2018"""
4011,"Rooney, Maxime","=""51.26""","=""2018 Mel Zajac Jr. Internation""","=""6/3/2018"""
4019,"Tapp, Hunter","=""51.26""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
4021,"Willenbring, Matt","=""51.26""","=""2016 Summer Junior Nats""","=""8/9/2016"""
4025,"Connolly, Alec","=""51.27""","=""2018 GA Atlanta Classic Swim Meet""","=""5/20/2018"""
4028,"Dolan, Jack","=""51.27""","=""2017 CA  Los Angeles Invite ""","=""7/14/2017"""
4032,"Grevers, Matt","=""51.27""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
4034,"King, Matt","=""51.27""","=""2019 PN PNS Senior LC Championship""","=""7/27/2019"""
4035,"Lile, Nathan","=""51.27""","=""2019 GA Atlanta Classic Swim Meet""","=""5/19/2019"""
4042,"Newkirk, Jeff","=""51.27""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
4052,"Bustos, Arsenio","=""51.28""","=""2019 Summer Junior Nats""","=""8/7/2019"""
4053,"Bustos, Arsenio","=""51.28""","=""2021 TYR 18&U Spring Cup Richmond""","=""5/2/2021"""
4061,"Hoffer, Ryan","=""51.28""","=""2016 Pro Series - Orlando""","=""3/5/2016"""
4068,"Molacek, Jacob","=""51.28""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
4069,"Novak, Jesse","=""51.28""","=""2016 NC QU NCAA LC Time Trials""","=""3/20/2016"""
4070,"Robrock, Kyle","=""51.28""","=""2016 U.S. Open""","=""8/2/2016"""
4073,"Schilling, Sam","=""51.28""","=""2016 Summer Junior Nats""","=""8/9/2016"""
4078,"Armstrong, Hunter","=""51.29""","=""2019 LE Holtrey Summer Classic""","=""6/14/2019"""
4089,"Dolan, Jack","=""51.29""","=""2018 Sectionals - Jenks""","=""7/11/2018"""
4090,"Foster, Carson","=""51.29""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
4091,"Franzman, Jack","=""51.29""","=""2016 IN SwimFest Long Course C""","=""7/24/2016"""
4104,"O'Haimhirgin, Finn","=""51.29""","=""2018 Summer Junior Nats""","=""8/1/2018"""
4107,"Rooney, Maxime","=""51.29""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
4108,"Sannem, Jake","=""51.29""","=""2016 Summer Junior Nats""","=""8/9/2016"""
4111,"Tapp, Hunter","=""51.29""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
4115,"Bureau, Lucas","=""51.30""","=""November Invite""","=""11/22/2015"""
4118,"Carlson, Evan","=""51.30""","=""2017 OR Sectionals ""","=""7/20/2017"""
4122,"Franzman, Jack","=""51.30""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
4125,"Head, Jason","=""51.30""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
4128,"Lasco, Destin","=""51.30""","=""2019 NJS BAC Winter Invitational""","=""1/20/2019"""
4131,"Modrov, Drew","=""51.30""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
4132,"Nguyen, Justin","=""51.30""","=""2017 CA SPEEDO GRAND CHALLENGE""","=""5/28/2017"""
4137,"Richardson, Steven","=""51.30""","=""2016 GU TAMU Senior Circuit #2""","=""6/9/2016"""
4146,"Tittle, Mason","=""51.30""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
4147,"Tosh, Caleb","=""51.30""","=""2019 U.S. Open""","=""12/7/2019"""
4151,"Bybee, Cody","=""51.31""","=""2016 Jr Pan Pacific Champs""","=""8/25/2016"""
4157,"Grevers, Matt","=""51.31""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
4159,"Kibler, Drew","=""51.31""","=""2017 IN IU Bucceto Open""","=""6/2/2017"""
4162,"Lasco, Destin","=""51.31""","=""2017 MA WSY Middle Atlantic LC Senior Champs""","=""7/13/2017"""
4163,"Lile, Nathan","=""51.31""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
4167,"Modrov, Drew","=""51.31""","=""Neptune  International 2018""","=""5/18/2018"""
4171,"Robrock, Kyle","=""51.31""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
4173,"Saunders, Max","=""51.31""","=""2019 NCSA Summer Champs""","=""8/6/2019"""
4176,"Tapp, Hunter","=""51.31""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
4180,"Austin, Matthew","=""51.32""","=""2020 Toyota Greensboro""","=""11/14/2020"""
4183,"Carlson, Evan","=""51.32""","=""2019 AZ PSC Phoenix Summer Invite""","=""6/9/2019"""
4184,"Carlson, Evan","=""51.32""","=""2021 AZ SUN April Meet""","=""4/4/2021"""
4192,"Dressel, Caeleb","=""51.32""","=""2018 GA Atlanta Classic Swim Meet""","=""5/20/2018"""
4193,"Gaissert, Henry","=""51.32""","=""2019 NE SSA LCM Senior Champs""","=""7/14/2019"""
4205,"Walker, Jack","=""51.32""","=""2018 NC SwimMAC Ultraswim""","=""6/17/2018"""
4206,"Willenbring, Matt","=""51.32""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
4215,"Eiber, Griffin","=""51.33""","=""2019 IN Indiana Senior State - LC""","=""7/19/2019"""
4216,"Farber, Sid","=""51.33""","=""54th Annual Mel Zajac Jr. Inte""","=""5/28/2017"""
4224,"Lile, Nathan","=""51.33""","=""2021 NC  TAC TITANS LC Premier""","=""4/9/2021"""
4233,"Walker, Jack","=""51.33""","=""2017 Summer Junior Nats""","=""8/9/2017"""
4235,"Wright, River","=""51.33""","=""2019 NE SSA LCM Senior Champs""","=""7/14/2019"""
4237,"Albiero, Nicolas","=""51.34""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
4241,"Bowman, Luke","=""51.34""","=""2017 Summer Junior Nats""","=""8/9/2017"""
4242,"Bresette, Liam","=""51.34""","=""2019 U.S. Open""","=""12/7/2019"""
4248,"Connolly, Alec","=""51.34""","=""2019 GA Atlanta Classic Swim Meet""","=""5/19/2019"""
4259,"Kovac, Danny","=""51.34""","=""2019 MV UMIZ Invite""","=""4/26/2019"""
4265,"Modrov, Drew","=""51.34""","=""2017 U.S. Open""","=""8/2/2017"""
4267,"Sannem, Jake","=""51.34""","=""2016 Summer Junior Nats""","=""8/9/2016"""
4274,"Albiero, Nicolas","=""51.35""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
4275,"Andrew, Michael","=""51.35""","=""2015 World Cup - Tokyo""","=""10/28/2015"""
4283,"Dolan, Jack","=""51.35""","=""2021 AZ SAC Winter Invite""","=""1/31/2021"""
4285,"Eastman, Michael","=""51.35""","=""2019 SE Volunteer Invitational""","=""7/12/2019"""
4286,"Farber, Sid","=""51.35""","=""2017 Summer Junior Nats""","=""8/9/2017"""
4287,"Gaissert, Henry","=""51.35""","=""2017 NE SSA LC Senior Champs""","=""7/16/2017"""
4295,"Loy, Drew","=""51.35""","=""2017 OH OSSC Spring into Summe""","=""6/3/2017"""
4301,"Novak, Jesse","=""51.35""","=""2018 Pro Series - Atlanta ""","=""3/1/2018"""
4314,"House, Grant","=""51.36""","=""2019 AZ SUN Devil Spring Open""","=""4/28/2019"""
4316,"Jensen, Michael","=""51.36""","=""2016 Pro Series - Mesa""","=""4/16/2016"""
4317,"Kibler, Drew","=""51.36""","=""Speedo Winter Juniors  East LC""","=""12/13/2015"""
4331,"Wilburn, Cason","=""51.36""","=""2019 VA LC SR Championships""","=""7/21/2019"""
4339,"Connolly, Alec","=""51.37""","=""2018 SE TNAQ June Invite""","=""6/15/2018"""
4341,"Dolan, Jack","=""51.37""","=""2020 AZ SUN December Meet""","=""12/10/2020"""
4354,"Robrock, Kyle","=""51.37""","=""2019 CA MVN SMOC""","=""6/21/2019"""
4357,"Sannem, Jake","=""51.37""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
4360,"Tittle, Mason","=""51.37""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
4361,"Urlando, Luca","=""51.37""","=""2019 PC SCSC Summer Super League""","=""7/13/2019"""
4364,"Aikins, Jack","=""51.38""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
4370,"Decoursey, Kyle","=""51.38""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
4372,"Hoover, Sam","=""51.38""","=""2019 SE Richard Quick Invitati""","=""6/23/2019"""
4376,"Kovac, Danny","=""51.38""","=""2021 MV UMIZ Invite""","=""4/23/2021"""
4383,"Newkirk, Jeff","=""51.38""","=""2016 NT American Long Course""","=""7/28/2016"""
4390,"Reid, Noah","=""51.38""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
4391,"Robrock, Kyle","=""51.38""","=""2019 CA MVN SMOC""","=""6/21/2019"""
4394,"Wilburn, Cason","=""51.38""","=""2017 Summer Junior Nats""","=""8/9/2017"""
4395,"Austin, Matthew","=""51.39""","=""2019 U.S. Open""","=""12/7/2019"""
4396,"Baker, Ryan","=""51.39""","=""2019 NC SwimMAC Charlotte Ultr""","=""6/16/2019"""
4398,"Carlson, Evan","=""51.39""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
4401,"Craig, Cameron","=""51.39""","=""2019 Ohio State Fall Open Invi""","=""11/23/2019"""
4415,"Krueger, Daniel","=""51.39""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
4420,"Modrov, Drew","=""51.39""","=""2016 MR Senior Metropolitan Summer""","=""7/17/2016"""
4425,"Tittle, Mason","=""51.39""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
4429,"Wilburn, Cason","=""51.39""","=""2016 Futures - College Park""","=""8/7/2016"""
4432,"Briggs, Nolan","=""51.40""","=""2017 Futures - Nashville""","=""8/6/2017"""
4433,"Bureau, Lucas","=""51.40""","=""2018 VA TT LC SR Championships""","=""7/19/2018"""
4438,"Dolan, Jack","=""51.40""","=""Omaha Cup""","=""6/17/2016"""
4443,"Grothe, Zane","=""51.40""","=""2015 World Cup - Doha""","=""11/2/2015"""
4455,"Maurer, Luke","=""51.40""","=""2018 Summer Junior Nats""","=""8/1/2018"""
4456,"Pebley, Jacob","=""51.40""","=""2018 CA Speedo Grand Challenge""","=""5/27/2018"""
4461,"Sannem, Jake","=""51.40""","=""2017 Summer Nationals""","=""6/27/2017"""
4468,"Alexy, Jack","=""51.41""","=""2018 PV AP  LC Y Nationals""","=""8/3/2018"""
4469,"Andrew, Michael","=""51.41""","=""2015 Pro Series - Minneapolis ""","=""11/14/2015"""
4471,"Auchinachie, Cameron","=""51.41""","=""2018 Sectionals - Gresham""","=""7/12/2018"""
4472,"Benson, Andrew","=""51.41""","=""2019 Summer Junior Nats""","=""8/7/2019"""
4474,"Branzell, Reese","=""51.41""","=""2019 U.S. Open""","=""12/7/2019"""
4480,"Jensen, Michael","=""51.41""","=""2016 Pro Series - Charlotte ""","=""5/15/2016"""
4487,"Miller, Luke","=""51.41""","=""2020 Toyota Greensboro""","=""11/14/2020"""
4492,"Tittle, Mason","=""51.41""","=""2017 CA  Los Angeles Invite ""","=""7/14/2017"""
4504,"Dolan, Jack","=""51.42""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
4508,"Koster, Adam","=""51.42""","=""2019 GU AGS LC Invite""","=""4/6/2019"""
4511,"Lasco, Destin","=""51.42""","=""2018 MA WSY Middle Atlantic LC Senior Champ""","=""7/12/2018"""
4515,"Pinfold, Brett","=""51.42""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
4523,"Willenbring, Matt","=""51.42""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
4531,"Bresette, Liam","=""51.43""","=""2021 AZ SUN April Meet""","=""4/4/2021"""
4532,"Downing, Dillon","=""51.43""","=""2019 Summer Nationals""","=""7/31/2019"""
4546,"Tittle, Mason","=""51.43""","=""2018 CA Speedo Grand Challenge""","=""5/27/2018"""
4559,"Grevers, Matt","=""51.44""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
4561,"Hoffer, Ryan","=""51.44""","=""2016 Pro Series - Austin""","=""1/15/2016"""
4579,"Bowman, Luke","=""51.45""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
4596,"Jensen, Matthew","=""51.45""","=""2018 NCSA Summer Swimming Champ""","=""7/31/2018"""
4598,"Krueger, Daniel","=""51.45""","=""LC   -  IU - TEXAS - LOUISVILL""","=""11/8/2019"""
4600,"Lasco, Destin","=""51.45""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
4609,"Robrock, Kyle","=""51.45""","=""2016 Olympic Trials ""","=""6/29/2016"""
4610,"Robrock, Kyle","=""51.45""","=""2019 Mel Zajac Jr. ""","=""5/26/2019"""
4613,"Sannem, Jake","=""51.45""","=""2018 CA  Los Angeles Invite""","=""7/13/2018"""
4621,"Wright, River","=""51.45""","=""2018 Summer Junior Nats""","=""8/1/2018"""
4632,"Eastman, Michael","=""51.46""","=""2021 KY Louisville Spring Meet""","=""4/17/2021"""
4636,"Grevers, Matt","=""51.46""","=""2016 AZ FORD SW Classic Meet""","=""5/20/2016"""
4639,"Kibler, Drew","=""51.46""","=""LC   -  IU - TEXAS - LOUISVILL""","=""11/8/2019"""
4646,"Newkirk, Jeff","=""51.46""","=""2017 ST TXLA Texas Open""","=""6/23/2017"""
4659,"Auchinachie, Cameron","=""51.47""","=""2019 CA MVN SMOC""","=""6/21/2019"""
4660,"Austin, Matthew","=""51.47""","=""2019 Mare Nostrum Monaco 2""","=""6/8/2019"""
4661,"Benson, Andrew","=""51.47""","=""2018 Winter Nationals""","=""12/1/2018"""
4662,"Benson, Andrew","=""51.47""","=""2018 CT BlueDevil Summer Invit""","=""6/17/2018"""
4663,"Carlson, Evan","=""51.47""","=""2019 CA MVN SMOC""","=""6/21/2019"""
4666,"Dolan, Jack","=""51.47""","=""2016 IN NCSA Summer Swimming Cham""","=""8/9/2016"""
4667,"Dolan, Jack","=""51.47""","=""2016 Sectionals - Columbia""","=""7/20/2016"""
4684,"Pebley, Jacob","=""51.47""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
4687,"Robrock, Kyle","=""51.47""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
4694,"Craig, Cameron","=""51.48""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
4700,"Head, Jason","=""51.48""","=""2019 Ohio State Fall Open Invi""","=""11/23/2019"""
4702,"Ingram, Hunter","=""51.48""","=""2019 Summer Junior Nats""","=""8/7/2019"""
4704,"Kovac, Danny","=""51.48""","=""2019 MV CSC Summer Invite""","=""6/15/2019"""
4715,"Rooney, Maxime","=""51.48""","=""2018 GA Atlanta Classic Swim Meet""","=""5/20/2018"""
4716,"Sorenson, Payton","=""51.48""","=""2016 Sectional - Roseville""","=""7/21/2016"""
4719,"Tittle, Mason","=""51.48""","=""2018 CA Speedo Grand Challenge""","=""5/27/2018"""
4724,"Wilburn, Cason","=""51.48""","=""2018 VA LC SR Championships""","=""7/22/2018"""
4725,"Wozencraft, Cooper","=""51.48""","=""2019 VA LC SR Championships""","=""7/21/2019"""
4726,"Baker, Ryan","=""51.49""","=""2018 PV LC Senior Championships""","=""7/12/2018"""
4736,"Gaissert, Henry","=""51.49""","=""2018 NE SSA Senior Champs""","=""7/15/2018"""
4737,"Gaissert, Henry","=""51.49""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
4740,"Ingram, Hunter","=""51.49""","=""2019 Summer Junior Nats""","=""8/7/2019"""
4750,"Schilling, Sam","=""51.49""","=""2019 NC SwimMAC Charlotte Ultr""","=""6/16/2019"""
4753,"Tapp, Hunter","=""51.49""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
4757,"Becker, Bowe","=""51.50""","=""2016 Sectionals - Brown Deer""","=""7/21/2016"""
4764,"Dolan, Jack","=""51.50""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
4767,"Fleagle, Josh","=""51.50""","=""2016 IN BA Early Bird Senior I""","=""5/22/2016"""
4769,"Ingram, Hunter","=""51.50""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
4774,"Kibler, Drew","=""51.50""","=""2016 Indiana Senior Short Cour""","=""3/11/2016"""
4775,"Kovac, Danny","=""51.50""","=""2019 MV CSC Summer Long Course""","=""7/7/2019"""
4776,"Lasco, Destin","=""51.50""","=""2020 NJ Jim Wood Memorial Invitation""","=""1/12/2020"""
4778,"Marcoux, Philippe","=""51.50""","=""2018 FG Senior Championships-C""","=""7/27/2018"""
4780,"O'Haimhirgin, Liam","=""51.50""","=""2016 Pro Series -  Santa Clara""","=""6/5/2016"""
4791,"Wilburn, Cason","=""51.50""","=""2019 VA LC SR Championships""","=""7/21/2019"""
4797,"Casas, Shaine","=""51.51""","=""2016 Futures - Austin""","=""8/7/2016"""
4807,"House, Grant","=""51.51""","=""2017 Sectionals - Columbus""","=""7/22/2017"""
4811,"O'Haimhirgin, Finn","=""51.51""","=""2018 Summer Junior Nats""","=""8/1/2018"""
4813,"Robrock, Kyle","=""51.51""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
4815,"Sammon, Patrick","=""51.51""","=""2020 Toyota Irvine""","=""11/14/2020"""
4816,"Sorenson, Payton","=""51.51""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
4817,"Sztolcman, Christian","=""51.51""","=""Auburn vs Virginia""","=""1/4/2020"""
4819,"Carlson, Evan","=""51.52""","=""2019 AZ SUN Devil Spring Open""","=""4/28/2019"""
4820,"Carlson, Evan","=""51.52""","=""2021 AZ SUN April Meet""","=""4/4/2021"""
4821,"Chaney, Adam","=""51.52""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
4823,"Curry, Brooks","=""51.52""","=""2019 GA Atlanta Classic Swim Meet""","=""5/19/2019"""
4826,"Gaissert, Henry","=""51.52""","=""2019 NE SSA LCM Senior Champs""","=""7/14/2019"""
4830,"Ingram, Hunter","=""51.52""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
4832,"Lile, Nathan","=""51.52""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
4839,"Newkirk, Jeff","=""51.52""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
4849,"Thibert, Mike","=""51.52""","=""2019 GU AGS LC Invite""","=""4/6/2019"""
4857,"Andrew, Michael","=""51.53""","=""2016 Pro Series - Austin""","=""1/15/2016"""
4859,"Auchinachie, Cameron","=""51.53""","=""2018 Mel Zajac Jr. Internation""","=""6/3/2018"""
4861,"Becker, Bowe","=""51.53""","=""2016 Sectionals - Brown Deer""","=""7/21/2016"""
4866,"Franzman, Jack","=""51.53""","=""2019 IN ISI Counsilman Classic""","=""6/13/2019"""
4871,"Head, Jason","=""51.53""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
4872,"Hensley, Noah","=""51.53""","=""2018 NC SwimMAC Ultraswim""","=""6/17/2018"""
4873,"Hill, Julian","=""51.53""","=""2019 Summer Nationals""","=""7/31/2019"""
4875,"Hoffer, Ryan","=""51.53""","=""2016 AZ LC Senior State Championship""","=""7/31/2016"""
4880,"Marcoux, Philippe","=""51.53""","=""2017 Pro Series - Indianapolis""","=""3/2/2017"""
4881,"Modrov, Drew","=""51.53""","=""2017 MR Senior Metropolitan LCM Championship""","=""7/23/2017"""
4884,"Paulson, Colton","=""51.53""","=""2019 SE Volunteer Invitational""","=""7/12/2019"""
4887,"Saunders, Max","=""51.53""","=""2018 Summer Junior Nats""","=""8/1/2018"""
4888,"Willenbring, Matt","=""51.53""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
4889,"Wright, Colin","=""51.53""","=""2018 VA LC SR Championships""","=""7/22/2018"""
4891,"Apple, Zach","=""51.54""","=""2016 SE June Invite""","=""6/3/2016"""
4897,"Connolly, Alec","=""51.54""","=""2017 SE TNAQ June Invite""","=""6/16/2017"""
4900,"Dolan, Jack","=""51.54""","=""2016 Sectionals - Columbia""","=""7/20/2016"""
4901,"Eiber, Griffin","=""51.54""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
4903,"Farber, Sid","=""51.54""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
4905,"Jackson, Tate","=""51.54""","=""2016 ST TXLA 11&Over End of School Splash""","=""5/21/2016"""
4906,"Jensen, Matthew","=""51.54""","=""2020 Stanford Invite""","=""11/21/2020"""
4907,"Kovac, Danny","=""51.54""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
4908,"Larson, Peter","=""51.54""","=""2019 WI LAKE Western Great Lakes Op""","=""6/28/2019"""
4909,"Lasco, Destin","=""51.54""","=""2017 MA WSY Middle Atlantic LC Senior Champs""","=""7/13/2017"""
4914,"Newkirk, Jeff","=""51.54""","=""2017 ST TXLA 11&Over End of School Splash""","=""5/20/2017"""
4915,"Novak, Jesse","=""51.54""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
4921,"Shields, Tom","=""51.54""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
4926,"Tapp, Hunter","=""51.54""","=""2019 Sectionals - Greensboro""","=""7/14/2019"""
4929,"Wright, Colin","=""51.54""","=""2019 VA LC SR Championships""","=""7/21/2019"""
4933,"Bybee, Cody","=""51.55""","=""Time Trials 2016 U.S. Olympic""","=""6/28/2016"""
4948,"Head, Jason","=""51.55""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
4957,"Miller, Luke","=""51.55""","=""2019 Summer Nationals""","=""7/31/2019"""
4965,"Tapp, Hunter","=""51.55""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
4972,"Benson, Andrew","=""51.56""","=""2018 Winter Nationals""","=""12/1/2018"""
4977,"Fleagle, Josh","=""51.56""","=""2015 Pro Series - Minneapolis ""","=""11/14/2015"""
4998,"Reihman, Mahlon","=""51.56""","=""2019 NE SEEK Summer Solstice""","=""6/22/2019"""
5000,"Robrock, Kyle","=""51.56""","=""2019 Mel Zajac Jr. ""","=""5/26/2019"""
